,000300.SH,,,000905.SH,,,000016.SH,,,000852.SH,,
,CSI 300 dividend yield,CSI 300,CSI 300 dividend,CSI 500 dividend yield,CSI 500,CSI 500 dividend,SSE 50 dividend yield,SSE 50,SSE 50 dividend,CSI 1000 dividend yield,CSI 1000,CSI 1000 dividend
2010/11/8,1.27 ,3548.57 ,44.96 ,0.64 ,5431.09 ,34.55 ,1.52 ,2289.96 ,34.80 ,0.00 ,5598.49 ,0.00 
2010/11/9,1.28 ,3523.95 ,45.06 ,0.63 ,5467.84 ,34.57 ,1.54 ,2257.35 ,34.78 ,0.00 ,5635.75 ,0.00 
2010/11/10,1.28 ,3499.11 ,44.88 ,0.63 ,5484.74 ,34.56 ,1.55 ,2226.16 ,34.41 ,0.00 ,5651.39 ,0.00 
2010/11/11,1.26 ,3509.98 ,44.38 ,0.64 ,5440.10 ,34.59 ,1.51 ,2252.28 ,34.03 ,0.00 ,5596.38 ,0.00 
2010/11/12,1.33 ,3291.83 ,43.74 ,0.68 ,5111.19 ,34.59 ,1.57 ,2130.58 ,33.43 ,0.00 ,5227.25 ,0.00 
2010/11/15,1.32 ,3314.89 ,43.88 ,0.66 ,5255.27 ,34.60 ,1.57 ,2126.70 ,33.38 ,0.00 ,5367.21 ,0.00 
2010/11/16,1.38 ,3169.54 ,43.82 ,0.68 ,5068.47 ,34.54 ,1.64 ,2032.50 ,33.33 ,0.00 ,5197.37 ,0.00 
2010/11/17,1.40 ,3103.91 ,43.61 ,0.71 ,4855.85 ,34.47 ,1.65 ,2013.61 ,33.32 ,0.00 ,5001.94 ,0.00 
2010/11/18,1.39 ,3147.96 ,43.77 ,0.70 ,4932.40 ,34.48 ,1.64 ,2037.46 ,33.44 ,0.00 ,5080.88 ,0.00 
2010/11/19,1.38 ,3178.85 ,43.98 ,0.68 ,5081.03 ,34.51 ,1.64 ,2039.45 ,33.52 ,0.00 ,5236.57 ,0.00 
2010/11/22,1.39 ,3171.94 ,44.10 ,0.67 ,5150.67 ,34.50 ,1.66 ,2019.67 ,33.52 ,0.00 ,5332.61 ,0.00 
2010/11/23,1.42 ,3107.18 ,44.04 ,0.68 ,5063.24 ,34.45 ,1.69 ,1981.26 ,33.47 ,0.00 ,5261.92 ,0.00 
2010/11/24,1.40 ,3177.04 ,44.54 ,0.66 ,5206.15 ,34.48 ,1.68 ,2014.16 ,33.93 ,0.00 ,5414.17 ,0.00 
2010/11/25,1.38 ,3223.48 ,44.63 ,0.66 ,5259.81 ,34.47 ,1.67 ,2041.34 ,34.00 ,0.00 ,5452.84 ,0.00 
2010/11/26,1.40 ,3194.85 ,44.69 ,0.66 ,5227.65 ,34.48 ,1.69 ,2018.40 ,34.02 ,0.00 ,5444.86 ,0.00 
2010/11/29,1.40 ,3190.05 ,44.71 ,0.66 ,5248.75 ,34.52 ,1.69 ,2011.90 ,34.01 ,0.00 ,5458.10 ,0.00 
2010/11/30,1.42 ,3136.99 ,44.60 ,0.68 ,5110.88 ,34.53 ,1.71 ,1979.89 ,33.89 ,0.00 ,5294.70 ,0.00 
2010/12/1,1.42 ,3136.02 ,44.53 ,0.67 ,5116.84 ,34.53 ,1.71 ,1984.31 ,33.86 ,0.00 ,5306.36 ,0.00 
2010/12/2,1.41 ,3155.06 ,44.37 ,0.67 ,5138.49 ,34.53 ,1.69 ,1998.15 ,33.68 ,0.00 ,5333.58 ,0.00 
2010/12/3,1.41 ,3158.16 ,44.38 ,0.68 ,5100.37 ,34.52 ,1.68 ,2008.12 ,33.77 ,0.00 ,5299.78 ,0.00 
2010/12/6,1.39 ,3165.57 ,44.15 ,0.69 ,5016.53 ,34.50 ,1.66 ,2032.03 ,33.71 ,0.00 ,5224.88 ,0.00 
2010/12/7,1.39 ,3200.34 ,44.35 ,0.68 ,5084.58 ,34.49 ,1.65 ,2046.72 ,33.86 ,0.00 ,5295.33 ,0.00 
2010/12/8,1.40 ,3171.88 ,44.43 ,0.68 ,5069.97 ,34.49 ,1.68 ,2018.46 ,33.85 ,0.00 ,5294.81 ,0.00 
2010/12/9,1.42 ,3123.37 ,44.29 ,0.69 ,4964.90 ,34.46 ,1.69 ,1996.38 ,33.82 ,0.00 ,5186.43 ,0.00 
2010/12/10,1.40 ,3161.98 ,44.37 ,0.68 ,5039.17 ,34.46 ,1.68 ,2021.65 ,33.93 ,0.00 ,5253.71 ,0.00 
2010/12/13,1.36 ,3261.06 ,44.47 ,0.67 ,5179.02 ,34.46 ,1.64 ,2074.33 ,33.97 ,0.00 ,5403.93 ,0.00 
2010/12/14,1.36 ,3269.47 ,44.54 ,0.66 ,5244.04 ,34.46 ,1.64 ,2069.92 ,33.95 ,0.00 ,5482.79 ,0.00 
2010/12/15,1.37 ,3247.64 ,44.54 ,0.66 ,5230.68 ,34.48 ,1.65 ,2054.02 ,33.93 ,0.00 ,5464.14 ,0.00 
2010/12/16,1.38 ,3230.67 ,44.52 ,0.66 ,5216.85 ,34.47 ,1.66 ,2036.55 ,33.84 ,0.00 ,5470.23 ,0.00 
2010/12/17,1.38 ,3225.66 ,44.56 ,0.66 ,5228.34 ,34.46 ,1.67 ,2032.14 ,33.87 ,0.00 ,5473.97 ,0.00 
2010/12/20,1.40 ,3178.66 ,44.55 ,0.67 ,5163.53 ,34.45 ,1.69 ,1999.53 ,33.82 ,0.00 ,5409.48 ,0.00 
2010/12/21,1.37 ,3249.51 ,44.66 ,0.66 ,5222.79 ,34.47 ,1.66 ,2049.22 ,34.01 ,0.00 ,5461.56 ,0.00 
2010/12/22,1.39 ,3215.45 ,44.60 ,0.67 ,5174.54 ,34.44 ,1.68 ,2021.98 ,33.89 ,0.00 ,5420.19 ,0.00 
2010/12/23,1.39 ,3188.61 ,44.44 ,0.68 ,5069.52 ,34.43 ,1.68 ,2017.67 ,33.88 ,0.00 ,5307.19 ,0.00 
2010/12/24,1.40 ,3162.96 ,44.34 ,0.69 ,4991.54 ,34.43 ,1.68 ,2013.25 ,33.88 ,0.00 ,5205.72 ,0.00 
2010/12/27,1.43 ,3099.71 ,44.17 ,0.71 ,4849.63 ,34.41 ,1.71 ,1977.69 ,33.77 ,0.00 ,5046.64 ,0.00 
2010/12/28,1.45 ,3044.93 ,44.07 ,0.73 ,4730.50 ,34.38 ,1.73 ,1950.33 ,33.73 ,0.00 ,4934.75 ,0.00 
2010/12/29,1.44 ,3061.83 ,44.11 ,0.71 ,4812.53 ,34.39 ,1.73 ,1953.33 ,33.70 ,0.00 ,5022.07 ,0.00 
2010/12/30,1.44 ,3064.10 ,44.00 ,0.71 ,4828.49 ,34.37 ,1.72 ,1946.52 ,33.49 ,0.00 ,5044.62 ,0.00 
2010/12/31,1.41 ,3128.26 ,44.17 ,0.70 ,4936.72 ,34.36 ,1.70 ,1977.37 ,33.60 ,0.00 ,5155.56 ,0.00 
2011/1/4,1.34 ,3189.68 ,42.60 ,0.66 ,5011.50 ,32.84 ,1.63 ,2015.11 ,32.91 ,0.00 ,5230.74 ,0.00 
2011/1/5,1.34 ,3175.66 ,42.70 ,0.65 ,5028.77 ,32.84 ,1.65 ,1999.22 ,32.96 ,0.00 ,5243.37 ,0.00 
2011/1/6,1.35 ,3159.64 ,42.76 ,0.66 ,5001.28 ,32.82 ,1.66 ,1984.28 ,32.98 ,0.00 ,5224.82 ,0.00 
2011/1/7,1.34 ,3166.62 ,42.54 ,0.66 ,4975.14 ,32.83 ,1.64 ,2006.37 ,32.89 ,0.00 ,5191.95 ,0.00 
2011/1/10,1.36 ,3108.19 ,42.38 ,0.68 ,4830.56 ,32.81 ,1.66 ,1975.74 ,32.75 ,0.00 ,5051.95 ,0.00 
2011/1/11,1.35 ,3124.92 ,42.32 ,0.68 ,4804.82 ,32.83 ,1.64 ,1999.76 ,32.81 ,0.00 ,5006.63 ,0.00 
2011/1/12,1.35 ,3142.34 ,42.34 ,0.68 ,4833.58 ,32.82 ,1.63 ,2017.15 ,32.89 ,0.00 ,5042.24 ,0.00 
2011/1/13,1.34 ,3141.28 ,42.16 ,0.68 ,4826.76 ,32.84 ,1.62 ,2014.17 ,32.67 ,0.00 ,5043.78 ,0.00 
2011/1/14,1.36 ,3091.86 ,41.98 ,0.70 ,4723.43 ,32.83 ,1.64 ,1982.62 ,32.43 ,0.00 ,4942.07 ,0.00 
2011/1/17,1.40 ,2974.35 ,41.67 ,0.73 ,4519.91 ,32.82 ,1.68 ,1918.42 ,32.19 ,0.00 ,4728.31 ,0.00 
2011/1/18,1.40 ,2977.65 ,41.70 ,0.72 ,4536.96 ,32.82 ,1.68 ,1923.70 ,32.26 ,0.00 ,4750.15 ,0.00 
2011/1/19,1.38 ,3044.85 ,41.92 ,0.71 ,4646.09 ,32.82 ,1.66 ,1953.35 ,32.41 ,0.00 ,4873.80 ,0.00 
2011/1/20,1.42 ,2944.71 ,41.74 ,0.73 ,4477.36 ,32.80 ,1.70 ,1895.00 ,32.26 ,0.00 ,4699.95 ,0.00 
2011/1/21,1.40 ,2983.46 ,41.70 ,0.73 ,4506.32 ,32.77 ,1.68 ,1925.84 ,32.30 ,0.00 ,4739.90 ,0.00 
2011/1/24,1.41 ,2954.23 ,41.56 ,0.75 ,4398.50 ,32.79 ,1.68 ,1911.75 ,32.18 ,0.00 ,4636.91 ,0.00 
2011/1/25,1.41 ,2938.65 ,41.54 ,0.76 ,4341.91 ,32.78 ,1.69 ,1911.31 ,32.23 ,0.00 ,4540.68 ,0.00 
2011/1/26,1.40 ,2978.43 ,41.67 ,0.74 ,4424.89 ,32.77 ,1.68 ,1926.04 ,32.29 ,0.00 ,4619.12 ,0.00 
2011/1/27,1.38 ,3026.47 ,41.72 ,0.73 ,4502.81 ,32.78 ,1.66 ,1949.37 ,32.32 ,0.00 ,4695.33 ,0.00 
2011/1/28,1.38 ,3036.74 ,41.89 ,0.72 ,4548.21 ,32.79 ,1.66 ,1945.14 ,32.38 ,0.00 ,4749.43 ,0.00 
2011/1/31,1.35 ,3076.51 ,41.67 ,0.71 ,4610.86 ,32.80 ,1.65 ,1964.11 ,32.32 ,0.00 ,4816.66 ,0.00 
2011/2/1,1.35 ,3077.28 ,41.59 ,0.71 ,4630.58 ,32.80 ,1.64 ,1968.69 ,32.25 ,0.00 ,4830.41 ,0.00 
2011/2/9,1.37 ,3040.95 ,41.56 ,0.71 ,4609.72 ,32.80 ,1.66 ,1943.00 ,32.19 ,0.00 ,4820.36 ,0.00 
2011/2/10,1.35 ,3104.16 ,41.79 ,0.69 ,4733.97 ,32.82 ,1.64 ,1975.98 ,32.36 ,0.00 ,4962.52 ,0.00 
2011/2/11,1.34 ,3120.96 ,41.88 ,0.69 ,4786.81 ,32.81 ,1.64 ,1976.47 ,32.36 ,0.00 ,5012.78 ,0.00 
2011/2/14,1.31 ,3219.14 ,42.02 ,0.67 ,4872.50 ,32.80 ,1.59 ,2047.69 ,32.64 ,0.00 ,5087.25 ,0.00 
2011/2/15,1.30 ,3217.67 ,41.96 ,0.67 ,4869.69 ,32.79 ,1.60 ,2042.64 ,32.60 ,0.00 ,5100.43 ,0.00 
2011/2/16,1.30 ,3248.53 ,42.07 ,0.66 ,4952.67 ,32.78 ,1.59 ,2051.49 ,32.65 ,0.00 ,5196.15 ,0.00 
2011/2/17,1.30 ,3245.91 ,42.08 ,0.66 ,4987.48 ,32.80 ,1.59 ,2046.98 ,32.63 ,0.00 ,5231.71 ,0.00 
2011/2/18,1.31 ,3211.88 ,42.03 ,0.66 ,4941.43 ,32.75 ,1.61 ,2030.32 ,32.61 ,0.00 ,5197.12 ,0.00 
2011/2/21,1.30 ,3257.91 ,42.22 ,0.65 ,5042.97 ,32.74 ,1.60 ,2046.09 ,32.69 ,0.00 ,5304.08 ,0.00 
2011/2/22,1.33 ,3163.58 ,42.08 ,0.67 ,4909.75 ,32.73 ,1.63 ,1991.01 ,32.53 ,0.00 ,5166.97 ,0.00 
2011/2/23,1.33 ,3174.74 ,42.24 ,0.66 ,4979.06 ,32.73 ,1.64 ,1995.68 ,32.67 ,0.00 ,5235.27 ,0.00 
2011/2/24,1.32 ,3190.94 ,42.26 ,0.65 ,5027.73 ,32.76 ,1.63 ,2002.83 ,32.68 ,0.00 ,5269.96 ,0.00 
2011/2/25,1.32 ,3197.62 ,42.31 ,0.65 ,5032.80 ,32.76 ,1.63 ,2006.66 ,32.72 ,0.00 ,5279.13 ,0.00 
2011/2/28,1.31 ,3239.56 ,42.55 ,0.64 ,5095.21 ,32.76 ,1.63 ,2021.85 ,32.90 ,0.00 ,5347.30 ,0.00 
2011/3/1,1.31 ,3254.89 ,42.56 ,0.64 ,5122.44 ,32.76 ,1.62 ,2035.37 ,32.95 ,0.00 ,5373.20 ,0.00 
2011/3/2,1.31 ,3243.30 ,42.50 ,0.64 ,5108.74 ,32.75 ,1.62 ,2040.89 ,32.97 ,0.00 ,5362.24 ,0.00 
2011/3/3,1.31 ,3221.72 ,42.26 ,0.65 ,5009.05 ,32.80 ,1.60 ,2051.65 ,32.92 ,0.00 ,5266.44 ,0.00 
2011/3/4,1.29 ,3270.67 ,42.33 ,0.65 ,5067.62 ,32.81 ,1.59 ,2080.14 ,32.99 ,0.00 ,5330.17 ,0.00 
2011/3/7,1.27 ,3334.51 ,42.33 ,0.64 ,5138.25 ,32.81 ,1.56 ,2123.28 ,33.04 ,0.00 ,5389.84 ,0.00 
2011/3/8,1.27 ,3337.46 ,42.36 ,0.64 ,5165.74 ,32.84 ,1.56 ,2123.78 ,33.06 ,0.00 ,5425.68 ,0.00 
2011/3/9,1.27 ,3338.86 ,42.36 ,0.63 ,5181.37 ,32.82 ,1.56 ,2120.21 ,33.04 ,0.00 ,5446.14 ,0.00 
2011/3/10,1.29 ,3280.26 ,42.29 ,0.64 ,5143.41 ,32.79 ,1.59 ,2071.72 ,32.87 ,0.00 ,5413.57 ,0.00 
2011/3/11,1.30 ,3247.38 ,42.26 ,0.64 ,5139.75 ,32.75 ,1.60 ,2049.11 ,32.82 ,0.00 ,5406.95 ,0.00 
2011/3/14,1.30 ,3262.92 ,42.45 ,0.63 ,5190.04 ,32.76 ,1.61 ,2053.52 ,32.97 ,0.00 ,5462.40 ,0.00 
2011/3/15,1.32 ,3203.96 ,42.32 ,0.64 ,5131.33 ,32.74 ,1.63 ,2018.39 ,32.83 ,0.00 ,5411.27 ,0.00 
2011/3/16,1.31 ,3248.20 ,42.42 ,0.63 ,5199.36 ,32.76 ,1.61 ,2048.93 ,32.97 ,0.00 ,5481.89 ,0.00 
2011/3/17,1.32 ,3197.10 ,42.19 ,0.64 ,5104.13 ,32.74 ,1.62 ,2023.05 ,32.76 ,0.00 ,5377.46 ,0.00 
2011/3/18,1.32 ,3215.69 ,42.32 ,0.64 ,5126.93 ,32.74 ,1.62 ,2034.49 ,32.91 ,0.00 ,5417.94 ,0.00 
2011/3/21,1.31 ,3207.11 ,42.13 ,0.65 ,5086.11 ,32.90 ,1.61 ,2036.23 ,32.75 ,0.00 ,5389.57 ,0.00 
2011/3/22,1.31 ,3222.96 ,42.18 ,0.65 ,5085.81 ,32.98 ,1.60 ,2054.75 ,32.87 ,0.00 ,5389.59 ,0.00 
2011/3/23,1.30 ,3264.93 ,42.33 ,0.64 ,5155.34 ,33.05 ,1.59 ,2074.81 ,32.96 ,0.00 ,5448.02 ,0.00 
2011/3/24,1.30 ,3251.36 ,42.22 ,0.64 ,5169.26 ,33.04 ,1.59 ,2064.17 ,32.81 ,0.00 ,5473.54 ,0.00 
2011/3/25,1.29 ,3294.48 ,42.43 ,0.63 ,5212.35 ,33.02 ,1.57 ,2096.29 ,32.94 ,0.00 ,5502.75 ,0.00 
2011/3/28,1.28 ,3290.57 ,42.24 ,0.64 ,5199.55 ,33.02 ,1.57 ,2103.04 ,32.93 ,0.00 ,5493.79 ,0.00 
2011/3/29,1.29 ,3257.98 ,42.15 ,0.65 ,5111.15 ,33.04 ,1.57 ,2097.56 ,32.97 ,0.00 ,5404.85 ,0.00 
2011/3/30,1.29 ,3256.08 ,42.09 ,0.65 ,5064.55 ,33.05 ,1.57 ,2101.44 ,32.92 ,0.00 ,5357.80 ,0.00 
2011/3/31,1.30 ,3223.29 ,42.03 ,0.66 ,5000.40 ,33.07 ,1.58 ,2083.75 ,32.89 ,0.00 ,5285.19 ,0.00 
2011/4/1,1.29 ,3272.73 ,42.15 ,0.65 ,5065.08 ,33.07 ,1.56 ,2126.45 ,33.14 ,0.00 ,5346.70 ,0.00 
2011/4/6,1.27 ,3311.07 ,42.12 ,0.65 ,5057.84 ,33.09 ,1.53 ,2175.78 ,33.32 ,0.00 ,5345.40 ,0.00 
2011/4/7,1.27 ,3324.42 ,42.18 ,0.65 ,5089.75 ,33.11 ,1.53 ,2174.40 ,33.30 ,0.00 ,5373.33 ,0.00 
2011/4/8,1.26 ,3353.36 ,42.24 ,0.65 ,5148.80 ,33.56 ,1.53 ,2185.32 ,33.35 ,0.00 ,5430.06 ,0.00 
2011/4/11,1.26 ,3333.43 ,42.08 ,0.66 ,5107.14 ,33.57 ,1.53 ,2175.96 ,33.20 ,0.00 ,5396.87 ,0.00 
2011/4/12,1.26 ,3326.77 ,42.05 ,0.66 ,5114.46 ,33.52 ,1.53 ,2165.83 ,33.13 ,0.00 ,5377.31 ,0.00 
2011/4/13,1.25 ,3372.03 ,42.22 ,0.65 ,5165.21 ,33.49 ,1.51 ,2199.23 ,33.31 ,0.00 ,5424.46 ,0.00 
2011/4/14,1.26 ,3353.56 ,42.11 ,0.65 ,5150.87 ,33.71 ,1.52 ,2190.15 ,33.20 ,0.00 ,5419.14 ,0.00 
2011/4/15,1.25 ,3358.94 ,42.06 ,0.65 ,5162.42 ,33.72 ,1.51 ,2201.09 ,33.18 ,0.00 ,5418.88 ,0.00 
2011/4/18,1.25 ,3359.44 ,42.15 ,0.66 ,5178.89 ,34.39 ,1.51 ,2201.37 ,33.15 ,0.00 ,5453.71 ,0.00 
2011/4/19,1.28 ,3295.81 ,42.22 ,0.67 ,5116.14 ,34.35 ,1.54 ,2151.96 ,33.14 ,0.00 ,5408.91 ,0.00 
2011/4/20,1.28 ,3295.76 ,42.18 ,0.68 ,5152.40 ,34.81 ,1.54 ,2144.27 ,33.02 ,0.00 ,5446.99 ,0.00 
2011/4/21,1.28 ,3317.37 ,42.35 ,0.67 ,5188.11 ,34.94 ,1.53 ,2160.70 ,33.11 ,0.00 ,5472.29 ,0.00 
2011/4/22,1.28 ,3299.94 ,42.33 ,0.68 ,5165.12 ,34.95 ,1.54 ,2151.67 ,33.19 ,0.00 ,5430.41 ,0.00 
2011/4/25,1.30 ,3249.57 ,42.27 ,0.69 ,5054.77 ,34.95 ,1.56 ,2127.46 ,33.17 ,0.00 ,5298.65 ,0.00 
2011/4/26,1.31 ,3230.96 ,42.23 ,0.70 ,4970.57 ,34.98 ,1.56 ,2118.33 ,33.13 ,0.00 ,5196.52 ,0.00 
2011/4/27,1.31 ,3209.50 ,42.07 ,0.71 ,4913.50 ,35.00 ,1.56 ,2113.01 ,33.01 ,0.00 ,5128.22 ,0.00 
2011/4/28,1.32 ,3161.78 ,41.86 ,0.74 ,4755.42 ,35.04 ,1.56 ,2111.49 ,32.97 ,0.00 ,4948.71 ,0.00 
2011/4/29,1.32 ,3192.72 ,42.00 ,0.72 ,4836.87 ,34.92 ,1.56 ,2113.87 ,32.98 ,0.00 ,5027.55 ,0.00 
2011/5/3,1.31 ,3211.13 ,42.07 ,0.71 ,4920.57 ,34.89 ,1.56 ,2114.42 ,32.95 ,0.00 ,5119.16 ,0.00 
2011/5/4,1.34 ,3129.03 ,41.99 ,0.73 ,4814.78 ,35.28 ,1.59 ,2056.70 ,32.80 ,0.00 ,5016.81 ,0.00 
2011/5/5,1.34 ,3126.12 ,42.02 ,0.73 ,4827.21 ,35.38 ,1.59 ,2050.07 ,32.58 ,0.00 ,5040.33 ,0.00 
2011/5/6,1.35 ,3121.40 ,42.20 ,0.73 ,4849.97 ,35.40 ,1.60 ,2037.75 ,32.66 ,0.00 ,5080.04 ,0.00 
2011/5/9,1.35 ,3129.76 ,42.28 ,0.73 ,4889.92 ,35.51 ,1.61 ,2036.76 ,32.70 ,0.00 ,5126.68 ,0.00 
2011/5/10,1.34 ,3153.22 ,42.27 ,0.73 ,4918.67 ,35.69 ,1.60 ,2057.67 ,32.82 ,0.00 ,5169.23 ,0.00 
2011/5/11,1.35 ,3145.09 ,42.42 ,0.73 ,4929.49 ,35.78 ,1.61 ,2048.34 ,32.92 ,0.00 ,5179.61 ,0.00 
2011/5/12,1.37 ,3101.60 ,42.41 ,0.74 ,4863.80 ,35.87 ,1.63 ,2021.28 ,32.89 ,0.00 ,5100.27 ,0.00 
2011/5/13,1.36 ,3128.09 ,42.39 ,0.74 ,4902.56 ,36.12 ,1.61 ,2043.26 ,32.90 ,0.00 ,5143.46 ,0.00 
2011/5/16,1.37 ,3100.46 ,42.40 ,0.74 ,4900.71 ,36.27 ,1.63 ,2019.54 ,32.86 ,0.00 ,5141.23 ,0.00 
2011/5/17,1.36 ,3116.03 ,42.49 ,0.75 ,4873.95 ,36.46 ,1.62 ,2033.78 ,32.99 ,0.00 ,5100.07 ,0.00 
2011/5/18,1.35 ,3139.38 ,42.54 ,0.74 ,4906.19 ,36.48 ,1.61 ,2053.64 ,33.06 ,0.00 ,5137.72 ,0.00 
2011/5/19,1.36 ,3120.64 ,42.49 ,0.75 ,4879.89 ,36.55 ,1.61 ,2046.11 ,33.00 ,0.00 ,5115.63 ,0.00 
2011/5/20,1.36 ,3121.60 ,42.55 ,0.76 ,4863.19 ,36.72 ,1.61 ,2052.54 ,33.06 ,0.00 ,5102.13 ,0.00 
2011/5/23,1.40 ,3022.98 ,42.40 ,0.79 ,4679.53 ,36.86 ,1.65 ,1993.07 ,32.92 ,0.00 ,4907.39 ,0.00 
2011/5/24,1.41 ,3026.22 ,42.54 ,0.79 ,4672.08 ,36.86 ,1.66 ,1995.27 ,33.10 ,0.00 ,4908.91 ,0.00 
2011/5/25,1.42 ,2990.34 ,42.55 ,0.80 ,4618.75 ,36.86 ,1.67 ,1971.10 ,33.00 ,0.00 ,4855.59 ,0.00 
2011/5/26,1.45 ,2978.38 ,43.09 ,0.81 ,4572.94 ,36.97 ,1.70 ,1974.33 ,33.55 ,0.00 ,4815.85 ,0.00 
2011/5/27,1.46 ,2963.31 ,43.14 ,0.84 ,4428.89 ,37.14 ,1.71 ,1976.69 ,33.75 ,0.00 ,4644.29 ,0.00 
2011/5/30,1.46 ,2954.51 ,42.99 ,0.86 ,4345.05 ,37.31 ,1.70 ,1980.74 ,33.66 ,0.00 ,4565.12 ,0.00 
2011/5/31,1.45 ,3001.56 ,43.55 ,0.84 ,4444.28 ,37.39 ,1.70 ,2010.56 ,34.13 ,0.00 ,4661.69 ,0.00 
2011/6/1,1.46 ,3004.17 ,43.90 ,0.84 ,4490.89 ,37.59 ,1.72 ,2002.66 ,34.40 ,0.00 ,4723.71 ,0.00 
2011/6/2,1.49 ,2955.71 ,43.92 ,0.85 ,4430.00 ,37.62 ,1.75 ,1963.05 ,34.32 ,0.00 ,4658.37 ,0.00 
2011/6/3,1.54 ,2986.35 ,45.86 ,0.82 ,4506.20 ,37.14 ,1.83 ,1974.95 ,36.15 ,0.00 ,4739.36 ,0.00 
2011/6/7,1.54 ,3004.26 ,46.13 ,0.82 ,4547.30 ,37.43 ,1.82 ,1984.45 ,36.21 ,0.00 ,4792.02 ,0.00 
2011/6/8,1.58 ,3008.65 ,47.49 ,0.82 ,4562.97 ,37.33 ,1.89 ,1980.67 ,37.47 ,0.00 ,4826.86 ,0.00 
2011/6/9,1.60 ,2951.89 ,47.35 ,0.84 ,4456.73 ,37.40 ,1.91 ,1947.88 ,37.26 ,0.00 ,4716.72 ,0.00 
2011/6/10,1.71 ,2961.93 ,50.71 ,0.83 ,4469.05 ,37.16 ,2.08 ,1951.03 ,40.56 ,0.00 ,4724.62 ,0.00 
2011/6/13,1.71 ,2950.35 ,50.57 ,0.83 ,4468.79 ,37.19 ,2.08 ,1945.72 ,40.45 ,0.00 ,4724.57 ,0.00 
2011/6/14,1.67 ,2993.56 ,49.97 ,0.82 ,4540.94 ,37.35 ,2.02 ,1970.10 ,39.78 ,0.00 ,4796.47 ,0.00 
2011/6/15,1.70 ,2963.12 ,50.26 ,0.83 ,4499.69 ,37.39 ,2.04 ,1952.08 ,39.89 ,0.00 ,4755.43 ,0.00 
2011/6/16,1.73 ,2917.58 ,50.39 ,0.85 ,4402.14 ,37.43 ,2.07 ,1927.05 ,39.80 ,0.00 ,4645.56 ,0.00 
2011/6/17,1.74 ,2892.16 ,50.22 ,0.86 ,4337.37 ,37.48 ,2.07 ,1912.38 ,39.59 ,0.00 ,4571.23 ,0.00 
2011/6/20,1.75 ,2874.90 ,50.30 ,0.88 ,4278.75 ,37.59 ,2.09 ,1904.80 ,39.78 ,0.00 ,4505.85 ,0.00 
2011/6/21,1.73 ,2909.07 ,50.44 ,0.87 ,4338.42 ,37.68 ,2.07 ,1923.82 ,39.89 ,0.00 ,4562.74 ,0.00 
2011/6/22,1.73 ,2908.58 ,50.30 ,0.87 ,4321.22 ,37.63 ,2.06 ,1923.56 ,39.72 ,0.00 ,4565.62 ,0.00 
2011/6/23,1.71 ,2957.63 ,50.55 ,0.86 ,4402.94 ,37.68 ,2.05 ,1950.87 ,39.95 ,0.00 ,4647.99 ,0.00 
2011/6/24,1.68 ,3027.47 ,50.93 ,0.84 ,4509.18 ,37.65 ,2.02 ,1997.30 ,40.38 ,0.00 ,4757.73 ,0.00 
2011/6/27,1.68 ,3036.49 ,51.10 ,0.83 ,4568.19 ,37.69 ,2.03 ,1994.58 ,40.49 ,0.00 ,4832.01 ,0.00 
2011/6/28,1.69 ,3041.73 ,51.26 ,0.82 ,4574.48 ,37.70 ,2.03 ,1993.72 ,40.55 ,0.00 ,4850.80 ,0.00 
2011/6/29,1.71 ,3000.17 ,51.25 ,0.84 ,4511.55 ,37.72 ,2.05 ,1960.77 ,40.28 ,0.00 ,4800.19 ,0.00 
2011/6/30,1.69 ,3044.09 ,51.41 ,0.83 ,4579.33 ,37.86 ,2.03 ,1989.43 ,40.47 ,0.00 ,4872.27 ,0.00 
2011/7/1,1.68 ,3049.75 ,51.14 ,0.84 ,4604.75 ,38.67 ,1.82 ,1986.03 ,36.11 ,0.00 ,4899.16 ,0.00 
2011/7/4,1.65 ,3121.98 ,51.48 ,0.82 ,4719.39 ,38.73 ,1.79 ,2033.86 ,36.38 ,0.00 ,5011.68 ,0.00 
2011/7/5,1.65 ,3122.50 ,51.61 ,0.82 ,4749.42 ,38.76 ,1.80 ,2029.62 ,36.44 ,0.00 ,5055.65 ,0.00 
2011/7/6,1.66 ,3113.71 ,51.67 ,0.81 ,4760.92 ,38.79 ,1.80 ,2017.17 ,36.39 ,0.00 ,5081.96 ,0.00 
2011/7/7,1.67 ,3101.68 ,51.74 ,0.81 ,4761.45 ,38.80 ,1.82 ,2006.14 ,36.48 ,0.00 ,5073.06 ,0.00 
2011/7/8,1.67 ,3109.18 ,51.85 ,0.82 ,4756.61 ,38.89 ,1.81 ,2014.73 ,36.55 ,0.00 ,5057.72 ,0.00 
2011/7/11,1.67 ,3113.21 ,51.89 ,0.81 ,4799.42 ,38.85 ,1.82 ,2010.69 ,36.56 ,0.00 ,5110.36 ,0.00 
2011/7/12,1.67 ,3056.91 ,51.15 ,0.82 ,4731.12 ,38.84 ,1.81 ,1968.08 ,35.69 ,0.00 ,5030.08 ,0.00 
2011/7/13,1.66 ,3106.25 ,51.56 ,0.81 ,4825.42 ,38.87 ,1.80 ,1998.41 ,36.07 ,0.00 ,5132.07 ,0.00 
