,000300.SH,,,000905.SH,,,000016.SH,,,000852.SH,,
,CSI 300 dividend yield,CSI 300,CSI 300 dividend,CSI 500 dividend yield,CSI 500,CSI 500 dividend,SSE 50 dividend yield,SSE 50,SSE 50 dividend,CSI 1000 dividend yield,CSI 1000,CSI 1000 dividend
2017/6/26,1.87 ,3668.09 ,68.41 ,0.90 ,6111.64 ,55.07 ,2.44 ,2543.32 ,62.12 ,0.66 ,7462.10 ,49.52 
2017/6/27,1.86 ,3674.72 ,68.25 ,0.90 ,6113.17 ,55.21 ,2.45 ,2554.70 ,62.55 ,0.66 ,7474.03 ,49.39 
2017/6/28,1.86 ,3646.17 ,67.71 ,0.91 ,6086.21 ,55.24 ,2.44 ,2537.64 ,61.84 ,0.67 ,7423.47 ,49.49 
2017/6/29,1.85 ,3668.83 ,67.94 ,0.91 ,6116.99 ,55.63 ,2.42 ,2552.98 ,61.85 ,0.66 ,7456.67 ,49.50 
2017/6/30,1.87 ,3666.80 ,68.50 ,0.91 ,6138.16 ,55.69 ,2.43 ,2549.97 ,61.98 ,0.66 ,7465.76 ,49.45 
2017/7/3,2.01 ,3650.85 ,73.48 ,0.90 ,6177.40 ,55.86 ,2.72 ,2534.37 ,68.81 ,0.66 ,7537.11 ,49.78 
2017/7/4,2.05 ,3619.98 ,74.18 ,0.91 ,6146.85 ,55.87 ,2.77 ,2511.15 ,69.49 ,0.66 ,7523.70 ,49.84 
2017/7/5,2.03 ,3659.68 ,74.37 ,0.90 ,6193.96 ,55.84 ,2.74 ,2548.10 ,69.87 ,0.66 ,7588.09 ,49.83 
2017/7/6,2.05 ,3660.10 ,74.94 ,0.90 ,6201.65 ,55.67 ,2.75 ,2553.88 ,70.13 ,0.66 ,7601.79 ,50.30 
2017/7/7,2.04 ,3655.93 ,74.71 ,0.90 ,6226.01 ,55.74 ,2.74 ,2543.66 ,69.77 ,0.67 ,7623.38 ,50.82 
2017/7/10,2.07 ,3653.69 ,75.65 ,0.90 ,6206.56 ,55.56 ,2.74 ,2550.11 ,69.96 ,0.68 ,7577.82 ,51.23 
2017/7/11,2.06 ,3670.81 ,75.80 ,0.90 ,6128.99 ,55.20 ,2.73 ,2570.59 ,70.23 ,0.69 ,7484.06 ,51.32 
2017/7/12,2.11 ,3658.82 ,77.33 ,0.89 ,6132.99 ,54.88 ,2.81 ,2565.14 ,72.19 ,0.69 ,7474.33 ,51.57 
2017/7/13,2.10 ,3686.92 ,77.39 ,0.89 ,6149.93 ,54.98 ,2.78 ,2600.95 ,72.32 ,0.69 ,7474.30 ,51.57 
2017/7/14,2.10 ,3703.09 ,77.59 ,0.90 ,6128.74 ,55.28 ,2.77 ,2622.98 ,72.70 ,0.70 ,7433.18 ,51.78 
2017/7/17,2.10 ,3663.56 ,77.05 ,0.94 ,5876.46 ,55.24 ,2.74 ,2631.41 ,72.09 ,0.74 ,7048.54 ,51.90 
2017/7/18,2.11 ,3667.18 ,77.26 ,0.93 ,5938.43 ,55.30 ,2.75 ,2624.31 ,72.16 ,0.73 ,7109.60 ,51.92 
2017/7/19,2.08 ,3729.75 ,77.68 ,0.91 ,6059.36 ,55.13 ,2.73 ,2657.89 ,72.60 ,0.72 ,7202.81 ,51.94 
2017/7/20,2.07 ,3747.88 ,77.45 ,0.90 ,6099.28 ,55.16 ,2.71 ,2665.45 ,72.17 ,0.72 ,7244.90 ,51.87 
2017/7/21,2.08 ,3728.60 ,77.41 ,0.90 ,6126.11 ,55.18 ,2.73 ,2639.21 ,71.99 ,0.72 ,7252.71 ,51.89 
2017/7/24,2.07 ,3743.47 ,77.52 ,0.90 ,6167.13 ,55.21 ,2.72 ,2654.38 ,72.17 ,0.71 ,7292.65 ,51.90 
2017/7/25,2.06 ,3719.56 ,76.78 ,0.90 ,6153.60 ,55.23 ,2.70 ,2643.07 ,71.35 ,0.72 ,7278.84 ,52.10 
2017/7/26,2.06 ,3705.39 ,76.48 ,0.90 ,6146.70 ,55.24 ,2.69 ,2636.20 ,70.90 ,0.71 ,7289.88 ,52.12 
2017/7/27,2.06 ,3712.19 ,76.53 ,0.89 ,6184.02 ,55.22 ,2.69 ,2636.63 ,70.93 ,0.71 ,7383.11 ,52.10 
2017/7/28,2.06 ,3721.89 ,76.52 ,0.89 ,6215.46 ,55.22 ,2.69 ,2636.39 ,71.00 ,0.71 ,7386.21 ,52.20 
2017/7/31,2.05 ,3737.87 ,76.78 ,0.88 ,6298.00 ,55.32 ,2.69 ,2638.12 ,71.09 ,0.70 ,7444.96 ,52.21 
2017/8/1,2.04 ,3770.38 ,76.73 ,0.88 ,6286.54 ,55.32 ,2.66 ,2681.81 ,71.21 ,0.70 ,7452.93 ,51.98 
2017/8/2,2.04 ,3760.85 ,76.55 ,0.89 ,6251.86 ,55.35 ,2.65 ,2680.63 ,71.03 ,0.70 ,7389.51 ,51.99 
2017/8/3,2.05 ,3727.83 ,76.55 ,0.88 ,6261.97 ,55.34 ,2.68 ,2646.22 ,70.97 ,0.70 ,7424.11 ,52.04 
2017/8/4,2.07 ,3707.58 ,76.65 ,0.89 ,6225.12 ,55.37 ,2.70 ,2627.80 ,71.06 ,0.70 ,7389.15 ,52.05 
2017/8/7,2.06 ,3726.79 ,76.81 ,0.88 ,6303.42 ,55.36 ,2.70 ,2634.18 ,71.19 ,0.70 ,7445.18 ,52.06 
2017/8/8,2.06 ,3732.21 ,76.79 ,0.88 ,6303.72 ,55.37 ,2.70 ,2635.18 ,71.13 ,0.70 ,7470.69 ,52.00 
2017/8/9,2.07 ,3731.04 ,77.17 ,0.87 ,6340.02 ,55.43 ,2.73 ,2620.38 ,71.45 ,0.69 ,7495.39 ,52.00 
2017/8/10,2.07 ,3715.92 ,77.07 ,0.88 ,6289.22 ,55.41 ,2.73 ,2611.34 ,71.34 ,0.70 ,7441.24 ,51.98 
2017/8/11,2.10 ,3647.35 ,76.59 ,0.90 ,6161.19 ,55.38 ,2.75 ,2570.26 ,70.71 ,0.71 ,7328.40 ,51.98 
2017/8/14,2.09 ,3694.68 ,77.06 ,0.88 ,6292.64 ,55.43 ,2.74 ,2591.45 ,71.11 ,0.70 ,7474.64 ,52.08 
2017/8/15,2.07 ,3706.06 ,76.79 ,0.88 ,6314.76 ,55.46 ,2.72 ,2605.24 ,70.94 ,0.69 ,7507.29 ,52.12 
2017/8/16,2.08 ,3701.42 ,76.83 ,0.88 ,6318.80 ,55.42 ,2.73 ,2595.00 ,70.89 ,0.69 ,7544.39 ,52.12 
2017/8/17,2.06 ,3721.28 ,76.76 ,0.87 ,6366.03 ,55.45 ,2.72 ,2604.08 ,70.90 ,0.68 ,7614.21 ,52.13 
2017/8/18,2.06 ,3724.67 ,76.74 ,0.87 ,6347.76 ,55.44 ,2.72 ,2613.26 ,71.00 ,0.69 ,7576.05 ,52.03 
2017/8/21,2.05 ,3740.99 ,76.79 ,0.87 ,6403.78 ,55.49 ,2.71 ,2616.82 ,70.98 ,0.68 ,7631.75 ,52.03 
2017/8/22,2.05 ,3752.30 ,76.88 ,0.87 ,6375.98 ,55.48 ,2.69 ,2643.50 ,71.17 ,0.68 ,7585.11 ,51.93 
2017/8/23,2.04 ,3756.09 ,76.70 ,0.88 ,6322.78 ,55.46 ,2.67 ,2659.78 ,71.02 ,0.69 ,7534.46 ,51.92 
2017/8/24,2.05 ,3734.65 ,76.56 ,0.88 ,6278.59 ,55.43 ,2.68 ,2646.40 ,70.82 ,0.69 ,7486.06 ,51.91 
2017/8/25,2.01 ,3795.75 ,76.27 ,0.88 ,6346.53 ,55.71 ,2.61 ,2706.24 ,70.56 ,0.69 ,7559.31 ,51.92 
2017/8/28,1.99 ,3842.71 ,76.44 ,0.87 ,6424.58 ,55.83 ,2.58 ,2736.46 ,70.72 ,0.68 ,7642.65 ,51.89 
2017/8/29,1.99 ,3834.54 ,76.27 ,0.87 ,6408.16 ,55.79 ,2.58 ,2739.13 ,70.60 ,0.68 ,7623.26 ,51.85 
2017/8/30,1.99 ,3834.30 ,76.45 ,0.86 ,6453.46 ,55.80 ,2.59 ,2728.23 ,70.74 ,0.68 ,7654.37 ,51.87 
2017/8/31,2.00 ,3822.09 ,76.53 ,0.86 ,6470.43 ,55.78 ,2.61 ,2714.63 ,70.89 ,0.68 ,7679.87 ,51.87 
2017/9/1,2.00 ,3830.54 ,76.79 ,0.85 ,6526.50 ,55.80 ,2.62 ,2710.12 ,71.07 ,0.67 ,7739.91 ,51.89 
2017/9/4,1.99 ,3845.62 ,76.67 ,0.85 ,6564.68 ,55.72 ,2.61 ,2711.35 ,70.74 ,0.67 ,7798.18 ,51.93 
2017/9/5,1.98 ,3857.05 ,76.56 ,0.85 ,6571.86 ,55.77 ,2.59 ,2729.85 ,70.76 ,0.67 ,7800.54 ,51.89 
2017/9/6,1.99 ,3849.45 ,76.53 ,0.84 ,6607.12 ,55.82 ,2.60 ,2714.33 ,70.64 ,0.66 ,7858.28 ,51.92 
2017/9/7,2.00 ,3829.87 ,76.59 ,0.85 ,6558.60 ,55.68 ,2.62 ,2691.83 ,70.60 ,0.66 ,7823.40 ,51.88 
2017/9/8,2.02 ,3825.99 ,77.23 ,0.85 ,6574.18 ,55.72 ,2.66 ,2686.69 ,71.49 ,0.66 ,7838.80 ,51.85 
2017/9/11,2.02 ,3825.65 ,77.23 ,0.84 ,6649.63 ,55.76 ,2.67 ,2674.75 ,71.40 ,0.65 ,7920.69 ,51.86 
2017/9/12,2.01 ,3837.93 ,77.27 ,0.85 ,6644.01 ,56.28 ,2.66 ,2692.54 ,71.52 ,0.66 ,7899.42 ,51.88 
2017/9/13,1.99 ,3842.61 ,76.39 ,0.84 ,6684.38 ,56.30 ,2.61 ,2687.67 ,70.21 ,0.65 ,7928.75 ,51.86 
2017/9/14,2.00 ,3829.96 ,76.50 ,0.84 ,6672.18 ,56.29 ,2.63 ,2672.84 ,70.24 ,0.66 ,7916.67 ,51.85 
2017/9/15,2.00 ,3831.30 ,76.75 ,0.85 ,6622.04 ,56.29 ,2.64 ,2668.38 ,70.48 ,0.66 ,7880.57 ,51.85 
2017/9/18,2.00 ,3843.14 ,76.85 ,0.84 ,6669.45 ,56.29 ,2.64 ,2674.18 ,70.60 ,0.65 ,7941.68 ,51.80 
2017/9/19,2.00 ,3832.12 ,76.71 ,0.85 ,6636.02 ,56.23 ,2.64 ,2670.69 ,70.53 ,0.66 ,7905.71 ,51.78 
2017/9/20,1.99 ,3842.44 ,76.57 ,0.84 ,6692.47 ,56.06 ,2.64 ,2662.63 ,70.24 ,0.65 ,7975.39 ,51.82 
2017/9/21,1.99 ,3837.82 ,76.30 ,0.85 ,6612.05 ,56.02 ,2.62 ,2675.55 ,70.06 ,0.66 ,7886.52 ,51.81 
2017/9/22,1.99 ,3837.73 ,76.26 ,0.85 ,6572.01 ,56.04 ,2.61 ,2679.05 ,69.98 ,0.66 ,7849.73 ,51.88 
2017/9/25,1.99 ,3817.79 ,75.89 ,0.86 ,6489.84 ,56.07 ,2.60 ,2680.65 ,69.61 ,0.67 ,7731.80 ,51.87 
2017/9/26,1.99 ,3820.78 ,75.92 ,0.86 ,6520.72 ,56.10 ,2.60 ,2678.99 ,69.59 ,0.67 ,7746.24 ,51.88 
2017/9/27,1.99 ,3821.20 ,76.06 ,0.85 ,6583.14 ,56.11 ,2.62 ,2661.55 ,69.63 ,0.66 ,7810.23 ,51.90 
2017/9/28,1.99 ,3822.54 ,76.10 ,0.85 ,6567.79 ,56.05 ,2.62 ,2661.28 ,69.66 ,0.67 ,7768.38 ,51.91 
2017/9/29,1.99 ,3836.50 ,76.26 ,0.85 ,6603.26 ,55.93 ,2.62 ,2672.33 ,69.96 ,0.66 ,7842.59 ,51.94 
2017/10/9,1.97 ,3882.21 ,76.49 ,0.84 ,6678.37 ,55.92 ,2.60 ,2692.08 ,70.10 ,0.65 ,7941.18 ,51.95 
2017/10/10,1.97 ,3889.86 ,76.51 ,0.83 ,6705.48 ,55.92 ,2.60 ,2695.54 ,70.14 ,0.65 ,7994.46 ,51.92 
2017/10/11,1.96 ,3902.69 ,76.47 ,0.84 ,6666.47 ,55.83 ,2.59 ,2707.52 ,70.10 ,0.65 ,7961.11 ,51.88 
2017/10/12,1.96 ,3912.95 ,76.64 ,0.84 ,6659.10 ,55.82 ,2.59 ,2718.35 ,70.29 ,0.65 ,7940.14 ,51.87 
2017/10/13,1.96 ,3921.00 ,76.78 ,0.83 ,6709.82 ,55.89 ,2.59 ,2713.38 ,70.35 ,0.65 ,7972.42 ,51.70 
2017/10/16,1.96 ,3913.45 ,76.54 ,0.84 ,6619.21 ,55.90 ,2.58 ,2726.64 ,70.25 ,0.66 ,7819.59 ,51.66 
2017/10/17,1.96 ,3913.07 ,76.68 ,0.84 ,6612.94 ,55.83 ,2.58 ,2723.53 ,70.40 ,0.66 ,7805.07 ,51.71 
2017/10/18,1.94 ,3944.16 ,76.56 ,0.85 ,6563.44 ,55.81 ,2.55 ,2753.01 ,70.27 ,0.67 ,7730.27 ,51.68 
2017/10/19,1.94 ,3931.25 ,76.34 ,0.86 ,6501.40 ,55.81 ,2.55 ,2756.04 ,70.17 ,0.68 ,7656.06 ,51.71 
2017/10/20,1.95 ,3926.85 ,76.44 ,0.85 ,6571.42 ,55.84 ,2.57 ,2737.64 ,70.31 ,0.67 ,7751.43 ,51.71 
2017/10/23,1.95 ,3930.80 ,76.58 ,0.84 ,6612.76 ,55.84 ,2.58 ,2734.37 ,70.42 ,0.66 ,7793.54 ,51.69 
2017/10/24,1.94 ,3959.40 ,76.65 ,0.85 ,6603.00 ,55.89 ,2.56 ,2753.65 ,70.44 ,0.67 ,7752.92 ,51.68 
2017/10/25,1.93 ,3976.95 ,76.92 ,0.84 ,6647.89 ,55.86 ,2.57 ,2752.14 ,70.61 ,0.66 ,7799.75 ,51.68 
2017/10/26,1.93 ,3993.58 ,77.17 ,0.84 ,6671.93 ,55.86 ,2.56 ,2771.04 ,71.01 ,0.66 ,7830.11 ,51.80 
2017/10/27,1.92 ,4021.97 ,77.15 ,0.84 ,6630.81 ,55.84 ,2.53 ,2814.27 ,71.28 ,0.67 ,7770.71 ,51.76 
2017/10/30,1.92 ,4009.72 ,76.87 ,0.86 ,6511.76 ,55.82 ,2.52 ,2809.11 ,70.82 ,0.68 ,7574.65 ,51.70 
2017/10/31,1.92 ,4006.72 ,76.84 ,0.85 ,6560.21 ,55.79 ,2.53 ,2793.71 ,70.66 ,0.68 ,7631.53 ,51.70 
2017/11/1,1.92 ,3996.62 ,76.66 ,0.85 ,6552.95 ,55.79 ,2.52 ,2789.40 ,70.35 ,0.68 ,7635.44 ,51.67 
2017/11/2,1.92 ,3997.13 ,76.70 ,0.86 ,6484.93 ,55.76 ,2.52 ,2794.10 ,70.43 ,0.69 ,7542.35 ,51.67 
2017/11/3,1.92 ,3992.70 ,76.75 ,0.87 ,6426.98 ,55.78 ,2.52 ,2800.47 ,70.55 ,0.69 ,7476.98 ,51.65 
2017/11/6,1.92 ,4020.89 ,77.08 ,0.86 ,6511.10 ,55.76 ,2.53 ,2792.22 ,70.63 ,0.68 ,7551.35 ,51.64 
2017/11/7,1.90 ,4054.25 ,77.07 ,0.85 ,6551.94 ,55.78 ,2.50 ,2821.96 ,70.63 ,0.68 ,7596.17 ,51.64 
2017/11/8,1.90 ,4048.01 ,77.06 ,0.85 ,6561.69 ,55.80 ,2.51 ,2819.96 ,70.72 ,0.68 ,7617.52 ,51.65 
2017/11/9,1.90 ,4075.90 ,77.32 ,0.84 ,6611.35 ,55.82 ,2.50 ,2832.96 ,70.91 ,0.67 ,7656.67 ,51.64 
2017/11/10,1.89 ,4111.91 ,77.84 ,0.84 ,6641.22 ,55.85 ,2.50 ,2862.34 ,71.55 ,0.67 ,7669.97 ,51.60 
2017/11/13,1.88 ,4128.07 ,77.71 ,0.84 ,6671.21 ,55.85 ,2.48 ,2873.51 ,71.40 ,0.67 ,7681.63 ,51.58 
2017/11/14,1.89 ,4099.35 ,77.60 ,0.84 ,6614.51 ,55.83 ,2.49 ,2861.42 ,71.38 ,0.68 ,7627.49 ,51.62 
2017/11/15,1.91 ,4073.67 ,77.68 ,0.85 ,6537.66 ,55.78 ,2.51 ,2850.05 ,71.55 ,0.68 ,7556.42 ,51.63 
2017/11/16,1.90 ,4105.01 ,78.10 ,0.85 ,6558.31 ,55.79 ,2.50 ,2879.40 ,72.12 ,0.68 ,7535.59 ,51.61 
2017/11/17,1.89 ,4120.85 ,77.79 ,0.88 ,6361.94 ,55.81 ,2.46 ,2938.80 ,72.23 ,0.71 ,7272.66 ,51.61 
2017/11/20,1.88 ,4143.83 ,77.72 ,0.87 ,6433.17 ,55.90 ,2.45 ,2941.15 ,72.11 ,0.71 ,7292.46 ,51.59 
2017/11/21,1.85 ,4217.70 ,78.20 ,0.87 ,6456.35 ,55.89 ,2.43 ,2987.17 ,72.60 ,0.71 ,7289.31 ,51.59 
2017/11/22,1.84 ,4227.57 ,77.74 ,0.87 ,6439.44 ,55.91 ,2.40 ,3012.36 ,72.25 ,0.71 ,7297.39 ,51.62 
2017/11/23,1.89 ,4102.40 ,77.35 ,0.89 ,6274.51 ,55.92 ,2.45 ,2940.73 ,71.99 ,0.72 ,7129.05 ,51.63 
2017/11/24,1.89 ,4104.20 ,77.37 ,0.89 ,6278.03 ,55.92 ,2.45 ,2936.83 ,72.01 ,0.72 ,7139.55 ,51.63 
2017/11/27,1.91 ,4049.95 ,77.26 ,0.90 ,6194.55 ,55.88 ,2.47 ,2917.31 ,72.03 ,0.73 ,7065.84 ,51.63 
2017/11/28,1.91 ,4055.82 ,77.48 ,0.89 ,6299.31 ,55.90 ,2.49 ,2897.11 ,72.14 ,0.72 ,7176.92 ,51.64 
2017/11/29,1.91 ,4053.75 ,77.41 ,0.88 ,6318.37 ,55.82 ,2.49 ,2893.28 ,72.08 ,0.72 ,7193.12 ,51.59 
2017/11/30,1.93 ,4006.10 ,77.17 ,0.89 ,6263.42 ,55.78 ,2.51 ,2863.45 ,71.87 ,0.72 ,7153.57 ,51.61 
2017/12/1,1.93 ,3998.14 ,77.24 ,0.89 ,6316.41 ,56.25 ,2.52 ,2842.18 ,71.75 ,0.72 ,7215.78 ,51.61 
2017/12/4,1.92 ,4018.86 ,77.36 ,0.90 ,6279.62 ,56.22 ,2.51 ,2861.36 ,71.91 ,0.72 ,7139.75 ,51.65 
2017/12/5,1.91 ,4040.17 ,77.15 ,0.92 ,6132.91 ,56.16 ,2.47 ,2910.48 ,71.96 ,0.74 ,6946.56 ,51.64 
2017/12/6,1.92 ,4015.82 ,77.18 ,0.91 ,6172.80 ,56.18 ,2.50 ,2875.73 ,71.83 ,0.74 ,7016.76 ,51.65 
2017/12/7,1.94 ,3971.06 ,77.10 ,0.92 ,6135.47 ,56.14 ,2.52 ,2848.89 ,71.79 ,0.74 ,7012.71 ,51.60 
2017/12/8,1.93 ,4003.38 ,77.39 ,0.90 ,6203.14 ,56.13 ,2.52 ,2865.34 ,72.09 ,0.73 ,7078.00 ,51.58 
2017/12/11,1.90 ,4069.50 ,77.19 ,0.92 ,6286.17 ,58.12 ,2.47 ,2899.10 ,71.70 ,0.70 ,7160.43 ,49.77 
2017/12/12,1.92 ,4016.02 ,77.18 ,0.93 ,6233.21 ,58.12 ,2.51 ,2850.20 ,71.57 ,0.70 ,7095.59 ,49.80 
2017/12/13,1.91 ,4050.09 ,77.24 ,0.93 ,6277.44 ,58.08 ,2.50 ,2872.94 ,71.69 ,0.70 ,7139.72 ,49.79 
2017/12/14,1.92 ,4026.15 ,77.22 ,0.92 ,6284.08 ,58.01 ,2.51 ,2850.05 ,71.66 ,0.70 ,7146.45 ,49.77 
2017/12/15,1.94 ,3980.86 ,77.07 ,0.93 ,6235.76 ,58.00 ,2.54 ,2820.17 ,71.54 ,0.70 ,7122.75 ,49.75 
2017/12/18,1.93 ,3985.29 ,76.97 ,0.93 ,6199.99 ,57.95 ,2.53 ,2829.06 ,71.47 ,0.70 ,7075.87 ,49.77 
2017/12/19,1.91 ,4035.33 ,77.01 ,0.93 ,6251.24 ,57.95 ,2.49 ,2873.03 ,71.67 ,0.70 ,7115.85 ,49.75 
2017/12/20,1.91 ,4030.49 ,76.93 ,0.93 ,6199.36 ,57.91 ,2.49 ,2879.64 ,71.70 ,0.71 ,7041.50 ,49.74 
2017/12/21,1.90 ,4067.85 ,77.19 ,0.93 ,6238.50 ,57.92 ,2.48 ,2895.37 ,71.85 ,0.71 ,7051.34 ,49.71 
2017/12/22,1.90 ,4054.60 ,77.07 ,0.93 ,6242.88 ,57.90 ,2.49 ,2880.77 ,71.59 ,0.71 ,7037.40 ,49.67 
2017/12/25,1.90 ,4041.54 ,76.93 ,0.94 ,6185.59 ,57.85 ,2.49 ,2880.10 ,71.58 ,0.72 ,6940.51 ,49.63 
2017/12/26,1.89 ,4053.62 ,76.64 ,0.93 ,6220.15 ,57.86 ,2.47 ,2894.34 ,71.39 ,0.71 ,6970.75 ,49.58 
2017/12/27,1.91 ,3991.21 ,76.35 ,0.94 ,6173.15 ,57.85 ,2.50 ,2839.63 ,70.93 ,0.71 ,6942.54 ,49.59 
2017/12/28,1.90 ,4018.90 ,76.27 ,0.93 ,6204.27 ,57.86 ,2.48 ,2859.05 ,70.77 ,0.71 ,6956.48 ,49.56 
2017/12/29,1.89 ,4030.85 ,76.21 ,0.93 ,6250.82 ,57.85 ,2.47 ,2860.44 ,70.67 ,0.71 ,7017.35 ,49.55 
2018/1/2,1.87 ,4087.40 ,76.27 ,0.91 ,6332.23 ,57.84 ,2.44 ,2908.73 ,70.88 ,0.70 ,7092.09 ,49.52 
2018/1/3,1.86 ,4111.39 ,76.33 ,0.91 ,6388.25 ,57.84 ,2.43 ,2913.26 ,70.85 ,0.69 ,7159.88 ,49.53 
2018/1/4,1.85 ,4128.81 ,76.37 ,0.90 ,6417.54 ,57.81 ,2.42 ,2919.48 ,70.75 ,0.69 ,7174.87 ,49.52 
2018/1/5,1.84 ,4138.75 ,76.35 ,0.90 ,6417.25 ,57.80 ,2.41 ,2932.36 ,70.77 ,0.69 ,7176.87 ,49.49 
2018/1/8,1.84 ,4160.16 ,76.41 ,0.90 ,6446.18 ,57.78 ,2.40 ,2947.76 ,70.87 ,0.69 ,7188.29 ,49.46 
2018/1/9,1.83 ,4189.30 ,76.70 ,0.90 ,6445.75 ,57.79 ,2.40 ,2969.32 ,71.19 ,0.69 ,7176.74 ,49.46 
2018/1/10,1.82 ,4207.81 ,76.50 ,0.90 ,6405.94 ,57.78 ,2.37 ,2995.56 ,71.04 ,0.69 ,7138.78 ,49.49 
2018/1/11,1.82 ,4205.59 ,76.35 ,0.90 ,6425.94 ,57.83 ,2.36 ,2997.04 ,70.88 ,0.69 ,7175.40 ,49.52 
2018/1/12,1.81 ,4225.00 ,76.42 ,0.90 ,6399.37 ,57.78 ,2.35 ,3018.60 ,71.03 ,0.69 ,7127.83 ,49.51 
2018/1/15,1.80 ,4225.24 ,76.13 ,0.92 ,6253.38 ,57.71 ,2.33 ,3048.81 ,70.90 ,0.71 ,6929.31 ,49.47 
2018/1/16,1.79 ,4258.47 ,76.14 ,0.92 ,6301.13 ,57.67 ,2.31 ,3063.86 ,70.91 ,0.71 ,6960.68 ,49.41 
2018/1/17,1.78 ,4248.12 ,75.75 ,0.92 ,6267.46 ,57.65 ,2.30 ,3076.18 ,70.68 ,0.71 ,6942.86 ,49.38 
2018/1/18,1.76 ,4271.42 ,75.22 ,0.92 ,6286.80 ,57.60 ,2.26 ,3106.55 ,70.30 ,0.71 ,6955.23 ,49.34 
2018/1/19,1.75 ,4285.40 ,75.05 ,0.92 ,6272.38 ,57.61 ,2.25 ,3117.82 ,70.07 ,0.71 ,6938.31 ,49.33 
2018/1/22,1.75 ,4336.60 ,75.80 ,0.91 ,6347.64 ,57.62 ,2.26 ,3130.33 ,70.77 ,0.70 ,7014.55 ,49.35 
2018/1/23,1.71 ,4382.61 ,75.10 ,0.91 ,6355.00 ,57.60 ,2.21 ,3176.50 ,70.25 ,0.70 ,7019.98 ,49.33 
2018/1/24,1.71 ,4389.89 ,75.12 ,0.90 ,6394.30 ,57.66 ,2.21 ,3180.33 ,70.19 ,0.70 ,7072.41 ,49.33 
2018/1/25,1.72 ,4365.08 ,75.08 ,0.90 ,6382.72 ,57.64 ,2.22 ,3157.46 ,70.13 ,0.70 ,7062.64 ,49.35 
2018/1/26,1.71 ,4381.30 ,75.00 ,0.90 ,6383.63 ,57.62 ,2.21 ,3172.78 ,70.13 ,0.70 ,7056.01 ,49.17 
2018/1/29,1.73 ,4302.02 ,74.54 ,0.91 ,6309.88 ,57.60 ,2.23 ,3120.70 ,69.60 ,0.71 ,6972.48 ,49.16 
2018/1/30,1.76 ,4256.10 ,74.74 ,0.91 ,6313.44 ,57.64 ,2.27 ,3079.12 ,69.83 ,0.71 ,6955.24 ,49.17 
2018/1/31,1.75 ,4275.90 ,74.71 ,0.93 ,6189.34 ,57.55 ,2.25 ,3116.83 ,69.98 ,0.72 ,6791.01 ,49.11 
2018/2/1,1.75 ,4245.90 ,74.23 ,0.96 ,5984.74 ,57.41 ,2.22 ,3141.23 ,69.79 ,0.75 ,6506.45 ,49.03 
2018/2/2,1.74 ,4271.23 ,74.19 ,0.96 ,6004.85 ,57.41 ,2.21 ,3149.64 ,69.55 ,0.76 ,6487.87 ,49.00 
2018/2/5,1.72 ,4274.15 ,73.60 ,0.96 ,5998.22 ,57.38 ,2.17 ,3181.34 ,69.16 ,0.76 ,6461.81 ,48.99 
2018/2/6,1.77 ,4148.89 ,73.55 ,1.00 ,5704.26 ,57.19 ,2.22 ,3117.49 ,69.31 ,0.80 ,6142.67 ,48.99 
2018/2/7,1.82 ,4050.50 ,73.91 ,1.00 ,5711.33 ,57.21 ,2.30 ,3029.60 ,69.60 ,0.80 ,6158.26 ,49.03 
2018/2/8,1.86 ,4012.05 ,74.66 ,0.99 ,5766.48 ,57.25 ,2.38 ,2945.84 ,70.01 ,0.79 ,6238.22 ,49.05 
2018/2/9,1.94 ,3840.65 ,74.49 ,1.03 ,5554.90 ,57.30 ,2.48 ,2810.03 ,69.78 ,0.81 ,6053.02 ,49.04 
2018/2/12,1.93 ,3890.10 ,75.07 ,1.01 ,5699.10 ,57.30 ,2.50 ,2805.21 ,70.07 ,0.79 ,6203.75 ,49.03 
2018/2/13,1.91 ,3935.63 ,75.04 ,1.00 ,5736.95 ,57.41 ,2.46 ,2852.72 ,70.17 ,0.79 ,6216.51 ,49.00 
2018/2/14,1.89 ,3966.96 ,75.17 ,1.00 ,5754.83 ,57.40 ,2.45 ,2871.79 ,70.31 ,0.79 ,6230.66 ,48.99 
2018/2/22,1.85 ,4052.73 ,75.04 ,0.98 ,5875.73 ,57.42 ,2.39 ,2931.88 ,70.21 ,0.77 ,6347.08 ,48.98 
2018/2/23,1.84 ,4071.09 ,74.97 ,0.97 ,5897.68 ,57.40 ,2.38 ,2957.17 ,70.24 ,0.77 ,6365.92 ,48.99 
2018/2/26,1.82 ,4118.42 ,75.10 ,0.95 ,6029.68 ,57.44 ,2.36 ,2973.79 ,70.18 ,0.75 ,6507.13 ,48.99 
2018/2/27,1.86 ,4058.98 ,75.31 ,0.96 ,6010.56 ,57.48 ,2.41 ,2927.10 ,70.40 ,0.75 ,6529.38 ,48.98 
2018/2/28,1.88 ,4023.64 ,75.48 ,0.95 ,6023.68 ,57.52 ,2.45 ,2878.67 ,70.40 ,0.75 ,6563.81 ,48.91 
2018/3/1,1.87 ,4049.09 ,75.64 ,0.95 ,6090.22 ,57.56 ,2.44 ,2891.30 ,70.46 ,0.73 ,6658.58 ,48.93 
