,IC00C1.CFE,IC00C2.CFE,IC00C3.CFE,IC00C4.CFE
2015/4/16,7681.00 ,7520.00 ,7752.80 ,7799.60 
2015/4/17,7722.00 ,7651.40 ,7649.00 ,7625.20 
2015/4/20,7760.00 ,7719.40 ,7590.00 ,7559.80 
2015/4/21,7650.20 ,7550.20 ,7481.60 ,7462.00 
2015/4/22,8158.00 ,8135.20 ,8075.20 ,7959.20 
2015/4/23,8193.00 ,8108.00 ,8029.00 ,7942.00 
2015/4/24,8247.80 ,8167.80 ,8080.00 ,8015.80 
2015/4/27,8368.00 ,8220.40 ,8177.60 ,8039.00 
2015/4/28,8308.00 ,8262.00 ,8144.20 ,8074.00 
2015/4/29,8138.00 ,8066.60 ,8076.60 ,7900.00 
2015/4/30,8320.00 ,8236.80 ,8139.40 ,8056.80 
2015/5/4,8370.20 ,8274.80 ,8200.00 ,8060.00 
2015/5/5,8334.80 ,8217.20 ,8121.80 ,8012.00 
2015/5/6,8168.00 ,8118.20 ,7935.40 ,7830.60 
2015/5/7,8020.00 ,7900.00 ,7804.00 ,7710.80 
2015/5/8,7933.40 ,7894.80 ,7775.80 ,7660.80 
2015/5/11,8170.00 ,8118.80 ,7976.60 ,7899.80 
2015/5/12,8499.60 ,8394.00 ,8220.20 ,8132.60 
2015/5/13,8595.00 ,8500.00 ,8319.60 ,8182.20 
2015/5/14,8689.00 ,8530.00 ,8367.40 ,8192.60 
2015/5/15,8754.80 ,8610.00 ,8348.00 ,8147.00 
2015/5/18,8640.60 ,8597.60 ,8385.00 ,8282.80 
2015/5/19,8805.60 ,8705.60 ,8591.00 ,8432.60 
2015/5/20,9121.80 ,9003.20 ,9000.80 ,8838.00 
2015/5/21,9311.40 ,9244.20 ,9195.00 ,9070.40 
2015/5/22,9783.00 ,9652.20 ,9601.00 ,9500.20 
2015/5/25,9610.00 ,9460.20 ,9498.00 ,9249.00 
2015/5/26,9988.00 ,9919.00 ,9808.00 ,9649.00 
2015/5/27,10598.40 ,10512.80 ,10395.20 ,10245.00 
2015/5/28,10580.00 ,10637.80 ,10600.00 ,10450.00 
2015/5/29,10126.80 ,10098.00 ,10066.00 ,9858.20 
2015/6/1,10170.20 ,10600.00 ,10260.00 ,10099.80 
2015/6/2,11058.00 ,11058.80 ,11002.20 ,10922.00 
2015/6/3,11281.20 ,11352.20 ,11506.20 ,11441.40 
2015/6/4,11127.00 ,11134.40 ,11435.00 ,11176.80 
2015/6/5,10900.00 ,10915.00 ,10980.00 ,10657.00 
2015/6/8,10840.00 ,10830.00 ,10896.40 ,10692.60 
2015/6/9,10599.00 ,10542.40 ,10450.80 ,10274.00 
2015/6/10,10608.00 ,10601.80 ,10570.00 ,10152.20 
2015/6/11,11094.80 ,10920.20 ,10855.40 ,10617.00 
2015/6/12,11293.00 ,11121.00 ,11098.80 ,10844.40 
2015/6/15,11461.40 ,11406.00 ,11355.40 ,11181.00 
2015/6/16,11238.00 ,11172.00 ,11169.80 ,10968.80 
2015/6/17,10837.60 ,10720.20 ,10681.20 ,10476.20 
2015/6/18,11055.00 ,10998.00 ,10886.00 ,10685.00 
2015/6/19,11000.00 ,10535.00 ,10449.00 ,10180.00 
2015/6/23,9977.00 ,10018.00 ,10015.00 ,9640.00 
2015/6/24,9888.00 ,9853.60 ,9855.00 ,9539.20 
2015/6/25,10101.00 ,9987.80 ,10005.20 ,9798.00 
2015/6/26,9380.00 ,9300.20 ,9200.00 ,8939.00 
2015/6/29,8788.00 ,8788.60 ,8650.00 ,8195.80 
2015/6/30,7768.00 ,7641.00 ,7530.00 ,7300.00 
2015/7/1,8396.00 ,8289.80 ,8249.00 ,7900.20 
2015/7/2,7910.00 ,7552.20 ,7350.20 ,7223.00 
2015/7/3,7718.00 ,7510.00 ,7501.00 ,7299.80 
2015/7/6,8167.20 ,7996.60 ,7979.00 ,7788.00 
2015/7/7,7303.60 ,7320.80 ,7300.00 ,7002.80 
2015/7/8,6202.00 ,6100.00 ,5851.20 ,5620.00 
2015/7/9,5956.60 ,5870.00 ,5775.80 ,5205.40 
2015/7/10,6894.00 ,7103.20 ,6501.20 ,6250.20 
2015/7/13,7500.00 ,7499.00 ,7400.20 ,6908.20 
2015/7/14,7749.00 ,7598.00 ,7400.60 ,7145.00 
2015/7/15,7613.60 ,7516.00 ,7340.20 ,7100.00 
2015/7/16,7120.00 ,6800.00 ,6550.00 ,6201.00 
2015/7/17,7542.00 ,7224.80 ,7098.80 ,6700.00 
2015/7/20,7920.00 ,7680.20 ,7298.00 ,7528.20 
2015/7/21,7587.80 ,7315.00 ,6996.40 ,6825.20 
2015/7/22,7715.00 ,7424.00 ,7170.40 ,7080.00 
2015/7/23,7802.20 ,7549.60 ,7187.20 ,7115.80 
2015/7/24,8414.20 ,8219.00 ,7866.00 ,7798.00 
2015/7/27,7978.80 ,7740.00 ,7399.80 ,7235.40 
2015/7/28,7198.00 ,7000.00 ,6501.00 ,6398.80 
2015/7/29,7300.60 ,6955.80 ,6698.80 ,6642.00 
2015/7/30,7700.00 ,7419.20 ,7107.60 ,6969.80 
2015/7/31,7275.00 ,6978.20 ,6648.60 ,6950.60 
2015/8/3,7335.00 ,7079.80 ,6745.80 ,6607.00 
2015/8/4,7088.80 ,6737.00 ,6498.00 ,6343.20 
2015/8/5,7677.00 ,7500.00 ,6961.80 ,6801.00 
2015/8/6,7415.00 ,7045.80 ,6800.00 ,6579.40 
2015/8/7,7600.00 ,7253.00 ,6950.00 ,6754.20 
2015/8/10,7855.00 ,7670.00 ,7315.00 ,7160.00 
2015/8/11,8356.80 ,8152.20 ,7784.20 ,7673.60 
2015/8/12,8202.20 ,7968.00 ,7611.00 ,7514.00 
2015/8/13,8100.00 ,7800.20 ,7478.80 ,7310.00 
2015/8/14,8388.00 ,8080.20 ,7690.60 ,7500.00 
2015/8/17,8406.00 ,8071.00 ,7612.20 ,7540.00 
2015/8/18,8689.00 ,8383.00 ,7820.00 ,7640.00 
2015/8/19,7793.80 ,7422.00 ,6990.00 ,6799.60 
2015/8/20,8122.00 ,7720.00 ,7252.00 ,7048.60 
2015/8/21,7913.20 ,7500.20 ,6951.00 ,6737.00 
2015/8/24,6953.00 ,6868.20 ,6675.00 ,6394.80 
2015/8/25,6249.00 ,6001.20 ,5755.00 ,5579.80 
2015/8/26,5869.00 ,5711.60 ,5447.20 ,5404.00 
2015/8/27,5700.00 ,5324.00 ,5069.40 ,4888.00 
2015/8/28,6101.20 ,5900.20 ,5600.20 ,5405.40 
2015/8/31,6387.00 ,6096.80 ,5850.00 ,5650.20 
2015/9/1,5960.00 ,5663.80 ,5318.00 ,5322.20 
2015/9/2,5277.40 ,4963.00 ,4792.20 ,4533.00 
2015/9/7,5650.00 ,5440.00 ,4723.00 ,4752.00 
2015/9/8,5806.20 ,5432.80 ,5070.20 ,4969.80 
2015/9/9,6428.00 ,6150.00 ,5700.20 ,5539.00 
2015/9/10,6318.00 ,6190.80 ,5823.80 ,5710.60 
2015/9/11,6330.80 ,6040.20 ,5850.00 ,5803.60 
2015/9/14,6498.00 ,6230.00 ,5929.00 ,5827.00 
2015/9/15,5749.60 ,5450.00 ,5114.40 ,5045.00 
2015/9/16,5710.40 ,5361.00 ,5052.40 ,4856.80 
2015/9/17,6100.00 ,5858.80 ,5457.60 ,5399.80 
2015/9/18,5965.20 ,5768.80 ,5273.00 ,5088.00 
2015/9/21,5750.00 ,5558.00 ,5447.80 ,5200.00 
2015/9/22,6168.80 ,6015.60 ,5855.20 ,5595.00 
2015/9/23,6080.80 ,5811.00 ,5701.00 ,5600.00 
2015/9/24,6000.00 ,5750.60 ,5660.60 ,5515.80 
2015/9/25,6098.80 ,5869.60 ,5720.00 ,5511.00 
2015/9/28,5848.00 ,5610.80 ,5469.00 ,5245.00 
2015/9/29,5950.00 ,5680.20 ,5563.40 ,5312.00 
2015/9/30,5955.00 ,5692.00 ,5513.20 ,5312.80 
2015/10/8,6220.00 ,5900.00 ,5771.00 ,5491.00 
2015/10/9,6230.00 ,6047.00 ,5920.00 ,5628.00 
2015/10/12,6458.20 ,6244.40 ,6099.40 ,5870.00 
2015/10/13,6613.00 ,6488.00 ,6349.20 ,6064.00 
2015/10/14,6645.00 ,6432.80 ,6348.00 ,6000.40 
2015/10/15,6655.80 ,6400.00 ,6240.00 ,5938.60 
2015/10/16,6997.80 ,6825.00 ,6675.00 ,6350.00 
2015/10/19,6797.80 ,6623.00 ,6300.20 ,6030.00 
2015/10/20,6685.00 ,6482.40 ,6192.80 ,6000.00 
2015/10/21,6814.00 ,6609.80 ,6357.60 ,6115.20 
2015/10/22,6520.20 ,6311.40 ,6030.00 ,5933.80 
2015/10/23,6706.20 ,6570.00 ,6199.00 ,6020.00 
2015/10/26,6944.00 ,6769.00 ,6399.00 ,6177.60 
2015/10/27,6824.00 ,6610.00 ,6271.20 ,6000.20 
2015/10/28,6910.00 ,6652.00 ,6268.00 ,6020.00 
2015/10/29,6712.20 ,6547.00 ,6151.00 ,5866.60 
2015/10/30,6801.00 ,6549.80 ,6115.00 ,5850.00 
2015/11/2,6641.00 ,6444.20 ,6026.00 ,5781.00 
2015/11/3,6696.80 ,6484.60 ,6058.00 ,5847.80 
2015/11/4,6700.00 ,6420.00 ,6020.20 ,5838.80 
2015/11/5,7066.80 ,6805.00 ,6384.00 ,6184.80 
2015/11/6,7068.80 ,6807.80 ,6407.00 ,6217.80 
2015/11/9,7270.00 ,7082.00 ,6648.80 ,6398.00 
2015/11/10,7330.00 ,7158.20 ,6851.20 ,6590.20 
2015/11/11,7388.00 ,7168.40 ,6840.60 ,6674.60 
2015/11/12,7540.00 ,7321.00 ,7001.60 ,6737.00 
2015/11/13,7476.60 ,7200.00 ,6812.20 ,6600.00 
2015/11/16,7345.00 ,7013.80 ,6639.20 ,6284.40 
2015/11/17,7660.00 ,7382.00 ,6979.00 ,6742.00 
2015/11/18,7557.80 ,7280.20 ,6730.80 ,6593.60 
2015/11/19,7516.20 ,7227.00 ,6715.60 ,6450.00 
2015/11/20,7720.00 ,7439.00 ,6950.20 ,6600.20 
2015/11/23,7400.20 ,7201.00 ,6948.00 ,6639.60 
2015/11/24,7350.60 ,7151.80 ,6844.40 ,6540.00 
2015/11/25,7478.80 ,7257.80 ,6948.40 ,6565.00 
2015/11/26,7646.60 ,7398.00 ,7020.80 ,6724.20 
2015/11/27,7540.20 ,7320.00 ,6955.00 ,6584.00 
2015/11/30,7092.60 ,6881.60 ,6500.00 ,6133.80 
2015/12/1,7125.60 ,6988.00 ,6540.00 ,6180.00 
2015/12/2,7143.20 ,6916.80 ,6560.00 ,6138.80 
2015/12/3,7252.20 ,7022.40 ,6678.80 ,6267.20 
2015/12/4,7307.00 ,7080.20 ,6719.80 ,6293.60 
2015/12/7,7346.00 ,7139.00 ,6677.00 ,6298.00 
2015/12/8,7311.00 ,7017.20 ,6648.60 ,6167.20 
2015/12/9,7231.00 ,6930.00 ,6543.00 ,6140.20 
2015/12/10,7195.00 ,6949.20 ,6505.80 ,6199.00 
2015/12/11,7189.00 ,6853.00 ,6461.00 ,6121.80 
2015/12/14,7167.00 ,6916.80 ,6437.60 ,6079.60 
2015/12/15,7403.00 ,7160.20 ,6762.00 ,6338.60 
2015/12/16,7468.80 ,7183.80 ,6765.00 ,6425.40 
2015/12/17,7529.00 ,7268.00 ,6851.40 ,6431.00 
2015/12/18,7661.40 ,7450.00 ,6990.00 ,6586.80 
2015/12/21,7468.40 ,7247.60 ,7022.00 ,6580.00 
2015/12/22,7604.60 ,7400.00 ,7254.00 ,6831.00 
2015/12/23,7661.40 ,7463.00 ,7359.80 ,6922.00 
2015/12/24,7532.60 ,7351.20 ,7237.80 ,6830.00 
2015/12/25,7552.60 ,7352.80 ,7221.20 ,6834.40 
2015/12/28,7546.00 ,7348.20 ,7242.00 ,6831.00 
2015/12/29,7333.20 ,7128.80 ,6945.20 ,6572.20 
2015/12/30,7442.00 ,7249.80 ,7078.40 ,6668.40 
2015/12/31,7529.00 ,7329.80 ,7132.80 ,6730.20 
2016/1/4,7350.00 ,7104.80 ,6980.00 ,6550.00 
2016/1/5,6650.00 ,6510.00 ,6480.00 ,6080.00 
2016/1/6,6749.00 ,6603.00 ,6398.80 ,6080.00 
2016/1/7,6745.80 ,6590.00 ,6428.00 ,6002.20 
2016/1/8,6520.00 ,6460.00 ,6256.80 ,5800.00 
2016/1/11,6248.80 ,6050.20 ,5880.00 ,5455.40 
2016/1/12,6040.20 ,5800.00 ,5555.20 ,5200.00 
2016/1/13,6126.40 ,5881.20 ,5687.60 ,5339.80 
2016/1/14,5735.00 ,5438.80 ,5299.80 ,4971.20 
2016/1/15,6052.40 ,5782.20 ,5532.80 ,5176.40 
2016/1/18,5555.80 ,5327.60 ,4817.80 ,4565.00 
2016/1/19,5721.20 ,5500.00 ,4983.00 ,4699.60 
2016/1/20,5876.00 ,5680.00 ,5157.20 ,4876.00 
2016/1/21,5849.80 ,5621.80 ,5077.00 ,4729.00 
2016/1/22,5780.00 ,5575.00 ,5055.80 ,4739.20 
2016/1/25,5815.20 ,5571.20 ,5071.00 ,4687.20 
2016/1/26,5750.00 ,5559.80 ,4980.00 ,4507.00 
2016/1/27,5450.00 ,5229.00 ,4707.60 ,4320.00 
2016/1/28,5250.00 ,5050.00 ,4620.00 ,4280.00 
2016/1/29,5177.00 ,4970.00 ,4599.00 ,4280.00 
2016/2/1,5339.00 ,5160.00 ,4751.00 ,4450.00 
2016/2/2,5334.00 ,5181.80 ,4764.80 ,4471.60 
2016/2/3,5470.00 ,5300.00 ,4885.80 ,4559.80 
2016/2/4,5600.00 ,5434.00 ,5028.20 ,4682.80 
2016/2/5,5683.00 ,5516.40 ,5075.00 ,4718.40 
2016/2/15,5531.80 ,5338.00 ,4923.60 ,4588.60 
2016/2/16,5689.00 ,5528.00 ,5082.40 ,4691.00 
2016/2/17,5870.00 ,5702.20 ,5255.20 ,4894.40 
2016/2/18,6000.00 ,5807.00 ,5377.80 ,4988.00 
2016/2/19,5939.60 ,5737.00 ,5244.00 ,4888.00 
2016/2/22,5815.20 ,5769.80 ,5349.00 ,5001.00 
2016/2/23,5861.20 ,5690.80 ,5384.00 ,5000.00 
2016/2/24,5828.80 ,5646.80 ,5340.00 ,4956.00 
2016/2/25,5880.80 ,5674.20 ,5336.20 ,4917.80 
2016/2/26,5433.60 ,5244.60 ,4910.40 ,4519.80 
2016/2/29,5399.80 ,5203.00 ,4949.80 ,4519.80 
2016/3/1,5075.60 ,4949.00 ,4611.60 ,4280.00 
2016/3/2,5260.20 ,5077.00 ,4782.00 ,4385.00 
2016/3/3,5588.00 ,5419.40 ,5098.80 ,4678.80 
2016/3/4,5603.80 ,5433.00 ,5088.00 ,4612.20 
2016/3/7,5567.00 ,5300.00 ,5005.00 ,4569.60 
2016/3/8,5511.00 ,5366.60 ,5000.40 ,4652.00 
2016/3/9,5551.80 ,5410.00 ,5049.80 ,4680.00 
2016/3/10,5548.00 ,5337.00 ,4990.00 ,4637.60 
2016/3/11,5351.00 ,5175.00 ,4836.00 ,4483.00 
2016/3/14,5560.00 ,5357.20 ,5020.60 ,4562.00 
2016/3/15,5627.00 ,5421.60 ,5095.40 ,4695.00 
2016/3/16,5700.00 ,5468.00 ,5149.80 ,4645.20 
2016/3/17,5602.20 ,5428.00 ,5054.00 ,4599.40 
2016/3/18,5780.00 ,5612.00 ,5226.00 ,4811.80 
2016/3/21,5870.40 ,5750.00 ,5551.00 ,5249.40 
2016/3/22,5881.60 ,5803.60 ,5667.80 ,5333.60 
2016/3/23,5920.00 ,5780.00 ,5603.00 ,5336.40 
2016/3/24,5900.80 ,5788.00 ,5600.00 ,5280.00 
2016/3/25,5860.00 ,5739.40 ,5568.00 ,5216.20 
2016/3/28,5965.60 ,5839.20 ,5640.00 ,5323.40 
2016/3/29,5860.20 ,5721.00 ,5555.80 ,5185.40 
2016/3/30,5868.00 ,5650.00 ,5548.00 ,5178.00 
2016/3/31,6033.20 ,5854.00 ,5700.00 ,5300.20 
2016/4/1,6000.40 ,5825.20 ,5673.20 ,5301.80 
2016/4/5,6006.00 ,5847.60 ,5657.40 ,5290.80 
2016/4/6,6190.40 ,6010.80 ,5835.00 ,5426.00 
2016/4/7,6248.40 ,6120.00 ,5874.00 ,5436.20 
2016/4/8,6138.20 ,5900.00 ,5751.00 ,5320.60 
2016/4/11,6170.00 ,6005.00 ,5800.20 ,5353.20 
2016/4/12,6230.00 ,6075.20 ,5875.40 ,5424.80 
2016/4/13,6300.00 ,6177.00 ,5873.20 ,5499.60 
2016/4/14,6366.00 ,6180.00 ,6030.20 ,5649.60 
2016/4/15,6376.20 ,6225.00 ,6065.00 ,5674.40 
2016/4/18,6152.00 ,5992.80 ,5655.40 ,5294.60 
2016/4/19,6160.20 ,6100.00 ,5580.00 ,5266.60 
2016/4/20,6148.80 ,5979.80 ,5537.00 ,5250.60 
2016/4/21,5800.40 ,5611.40 ,5197.40 ,4897.00 
2016/4/22,5741.00 ,5590.00 ,5140.00 ,4866.00 
2016/4/25,5808.80 ,5655.00 ,5250.00 ,4898.00 
2016/4/26,5825.60 ,5640.80 ,5230.20 ,4911.00 
2016/4/27,5897.60 ,5723.80 ,5328.60 ,4998.00 
2016/4/28,5881.40 ,5702.20 ,5301.00 ,4953.80 
2016/4/29,5809.80 ,5660.00 ,5244.20 ,4896.20 
2016/5/3,5863.00 ,5711.20 ,5300.00 ,4959.60 
2016/5/4,6060.00 ,5930.00 ,5495.00 ,5145.00 
2016/5/5,6053.80 ,5909.40 ,5528.00 ,5175.20 
2016/5/6,6111.00 ,5981.00 ,5616.00 ,5275.80 
2016/5/9,5830.00 ,5690.00 ,5330.00 ,5004.80 
2016/5/10,5679.00 ,5488.00 ,5160.00 ,4871.40 
2016/5/11,5711.00 ,5550.00 ,5178.00 ,4886.00 
2016/5/12,5600.00 ,5410.20 ,5120.00 ,4801.20 
2016/5/13,5649.00 ,5480.00 ,5138.00 ,4856.20 
2016/5/16,5641.00 ,5420.20 ,5138.00 ,4838.00 
2016/5/17,5784.20 ,5605.80 ,5230.20 ,4901.20 
2016/5/18,5701.00 ,5570.00 ,5180.00 ,4880.00 
2016/5/19,5630.00 ,5449.80 ,5117.80 ,4806.80 
2016/5/20,5600.00 ,5431.00 ,5090.00 ,4858.60 
2016/5/23,5586.60 ,5458.80 ,5245.00 ,4961.60 
2016/5/24,5633.80 ,5500.00 ,5291.20 ,5040.80 
2016/5/25,5665.00 ,5498.00 ,5270.00 ,5050.80 
2016/5/26,5551.00 ,5424.80 ,5210.00 ,4970.00 
2016/5/27,5617.80 ,5483.40 ,5291.00 ,5069.80 
2016/5/30,5589.00 ,5416.80 ,5349.20 ,5110.20 
2016/5/31,5630.00 ,5532.00 ,5419.00 ,5224.00 
2016/6/1,5925.00 ,5844.60 ,5736.80 ,5566.60 
2016/6/2,5908.00 ,5815.20 ,5719.00 ,5530.00 
2016/6/3,5950.00 ,5851.00 ,5671.00 ,5524.80 
2016/6/6,6020.00 ,5912.20 ,5780.00 ,5616.80 
2016/6/7,5983.00 ,5880.00 ,5741.60 ,5574.20 
2016/6/8,5998.00 ,5900.00 ,5750.00 ,5575.00 
2016/6/13,5910.00 ,5853.00 ,5689.80 ,5447.40 
2016/6/14,5740.00 ,5601.00 ,5438.40 ,5300.00 
2016/6/15,5688.00 ,5580.00 ,5390.00 ,5217.80 
2016/6/16,5920.20 ,5820.00 ,5623.40 ,5427.80 
2016/6/17,5940.00 ,5820.40 ,5630.00 ,5424.20 
2016/6/20,5820.00 ,5723.00 ,5630.00 ,5404.20 
2016/6/21,5900.00 ,5798.00 ,5690.00 ,5453.80 
2016/6/22,5759.80 ,5664.20 ,5554.20 ,5323.00 
2016/6/23,5910.00 ,5817.00 ,5723.60 ,5481.80 
2016/6/24,5871.00 ,5780.60 ,5717.60 ,5501.00 
2016/6/27,5810.20 ,5718.20 ,5628.80 ,5424.20 
2016/6/28,5945.00 ,5872.40 ,5797.80 ,5601.60 
2016/6/29,6067.00 ,5964.00 ,5900.00 ,5698.60 
2016/6/30,6045.00 ,5944.00 ,5886.40 ,5690.00 
2016/7/1,6060.00 ,5959.00 ,5890.00 ,5675.00 
2016/7/4,6011.00 ,5930.20 ,5840.00 ,5612.20 
2016/7/5,6163.60 ,6074.40 ,5994.20 ,5785.00 
2016/7/6,6193.40 ,6083.00 ,5992.40 ,5809.40 
2016/7/7,6237.40 ,6115.00 ,6055.20 ,5830.40 
2016/7/8,6261.40 ,6188.20 ,6027.00 ,5825.60 
2016/7/11,6289.60 ,6179.20 ,6061.80 ,5833.00 
2016/7/12,6261.20 ,6171.60 ,6031.20 ,5810.00 
2016/7/13,6394.20 ,6430.00 ,6172.40 ,5900.20 
2016/7/14,6409.80 ,6320.40 ,6204.00 ,5963.40 
2016/7/15,6441.40 ,6353.00 ,6243.40 ,5984.40 
2016/7/18,6298.60 ,6226.20 ,5960.40 ,5730.00 
2016/7/19,6281.60 ,6164.60 ,5939.80 ,5750.40 
2016/7/20,6294.00 ,6166.40 ,5941.80 ,5744.00 
2016/7/21,6276.80 ,6152.80 ,5890.60 ,5710.00 
2016/7/22,6299.00 ,6169.00 ,5893.00 ,5719.80 
2016/7/25,6256.00 ,6166.20 ,5863.40 ,5655.20 
2016/7/26,6286.20 ,6175.80 ,5883.80 ,5695.80 
2016/7/27,6395.20 ,6280.20 ,5988.00 ,5779.80 
2016/7/28,6120.20 ,5999.20 ,5714.20 ,5540.00 
2016/7/29,6142.00 ,6050.20 ,5744.40 ,5555.40 
2016/8/1,6088.00 ,5974.80 ,5732.20 ,5541.40 
2016/8/2,6055.60 ,5939.80 ,5692.00 ,5491.00 
2016/8/3,6072.80 ,5960.00 ,5730.20 ,5530.20 
2016/8/4,6109.80 ,6008.20 ,5806.80 ,5641.60 
2016/8/5,6155.80 ,6065.80 ,5861.20 ,5673.00 
2016/8/8,6144.40 ,6019.00 ,5820.00 ,5660.20 
2016/8/9,6247.80 ,6127.20 ,5925.00 ,5736.40 
2016/8/10,6295.80 ,6215.00 ,5970.60 ,5787.80 
2016/8/11,6279.60 ,6184.00 ,5953.60 ,5769.40 
2016/8/12,6200.00 ,6099.80 ,5900.00 ,5702.80 
2016/8/15,6285.20 ,6165.20 ,5974.80 ,5788.00 
2016/8/16,6425.00 ,6380.00 ,6198.80 ,5976.20 
2016/8/17,6448.00 ,6384.60 ,6178.00 ,5999.60 
2016/8/18,6475.60 ,6366.40 ,6173.60 ,5978.00 
2016/8/19,6471.00 ,6386.20 ,6165.00 ,5976.80 
2016/8/22,6391.20 ,6313.00 ,6197.00 ,6008.60 
2016/8/23,6334.80 ,6252.80 ,6132.40 ,5928.40 
2016/8/24,6336.80 ,6250.00 ,6129.20 ,5906.40 
2016/8/25,6279.80 ,6210.00 ,6069.20 ,5871.00 
2016/8/26,6305.80 ,6206.00 ,6079.80 ,5892.60 
2016/8/29,6279.20 ,6198.20 ,6065.80 ,5875.00 
2016/8/30,6329.00 ,6250.00 ,6122.80 ,5929.80 
2016/8/31,6326.80 ,6231.00 ,6101.40 ,5906.00 
2016/9/1,6340.00 ,6246.60 ,6119.20 ,5952.00 
2016/9/2,6273.20 ,6187.00 ,6060.20 ,5880.40 
2016/9/5,6302.60 ,6220.00 ,6102.00 ,5896.60 
2016/9/6,6312.80 ,6221.40 ,6089.20 ,5906.40 
2016/9/7,6452.00 ,6981.60 ,6205.20 ,6025.00 
2016/9/8,6430.00 ,6346.00 ,6197.60 ,6012.00 
2016/9/9,6475.00 ,6385.60 ,6222.00 ,6037.00 
2016/9/12,6340.00 ,6203.00 ,6123.60 ,5949.80 
2016/9/13,6298.20 ,6201.20 ,6030.20 ,5839.80 
2016/9/14,6271.40 ,6157.20 ,5980.20 ,5812.40 
2016/9/19,6299.00 ,6180.20 ,6009.00 ,5815.00 
2016/9/20,6223.60 ,6126.60 ,6033.00 ,5836.60 
2016/9/21,6228.00 ,6190.20 ,6036.40 ,5832.20 
2016/9/22,6280.00 ,6195.40 ,6090.20 ,5861.20 
2016/9/23,6316.20 ,6219.60 ,6119.80 ,5896.40 
2016/9/26,6288.60 ,6193.40 ,6126.20 ,5855.60 
2016/9/27,6238.80 ,6086.60 ,6037.40 ,5805.00 
2016/9/28,6248.60 ,6168.00 ,6081.80 ,5852.00 
2016/9/29,6254.80 ,6153.20 ,6084.00 ,5855.80 
2016/9/30,6289.40 ,6207.00 ,6122.00 ,5876.40 
2016/10/10,6348.80 ,6283.80 ,6190.00 ,5970.00 
2016/10/11,6446.40 ,6362.40 ,6291.00 ,6053.20 
2016/10/12,6442.00 ,6360.00 ,6273.80 ,6057.00 
2016/10/13,6457.80 ,6376.20 ,6295.20 ,6058.00 
2016/10/14,6461.60 ,6351.60 ,6283.80 ,6060.80 
2016/10/17,6482.00 ,6388.00 ,6301.00 ,6075.60 
2016/10/18,6419.40 ,6324.40 ,6234.20 ,6017.00 
2016/10/19,6510.20 ,6433.00 ,6337.80 ,6075.00 
2016/10/20,6500.60 ,6400.60 ,6357.20 ,6065.60 
2016/10/21,6497.20 ,6416.00 ,6325.00 ,6085.00 
2016/10/24,6428.80 ,6341.00 ,6093.00 ,5878.00 
2016/10/25,6488.00 ,6402.20 ,6189.00 ,6008.20 
2016/10/26,6488.00 ,6408.20 ,6185.00 ,6018.60 
2016/10/27,6471.00 ,6391.40 ,6175.00 ,6000.20 
2016/10/28,6458.60 ,6390.40 ,6166.40 ,5985.40 
2016/10/31,6403.80 ,6344.80 ,6128.00 ,5941.20 
2016/11/1,6410.00 ,6335.60 ,6127.00 ,5951.80 
2016/11/2,6455.00 ,6392.00 ,6172.80 ,5998.60 
2016/11/3,6396.60 ,6316.60 ,6108.80 ,5937.60 
2016/11/4,6435.00 ,6360.80 ,6158.00 ,5968.60 
2016/11/7,6438.80 ,6357.80 ,6147.80 ,5955.20 
2016/11/8,6434.00 ,6354.40 ,6133.60 ,5940.80 
2016/11/9,6467.40 ,6380.20 ,6164.80 ,5949.60 
2016/11/10,6473.00 ,6360.80 ,6121.00 ,5994.60 
2016/11/11,6496.80 ,6429.00 ,6181.20 ,5971.80 
2016/11/14,6552.60 ,6480.00 ,6245.20 ,6046.00 
2016/11/15,6580.00 ,6532.80 ,6272.80 ,6060.40 
2016/11/16,6627.00 ,6539.40 ,6304.80 ,6100.60 
2016/11/17,6620.00 ,6520.40 ,6288.40 ,6090.20 
2016/11/18,6632.60 ,6549.80 ,6305.40 ,6097.20 
2016/11/21,6511.20 ,6433.80 ,6276.00 ,6060.20 
2016/11/22,6535.20 ,6459.00 ,6301.80 ,6098.00 
2016/11/23,6615.00 ,6515.60 ,6355.00 ,6127.20 
2016/11/24,6568.40 ,6474.00 ,6329.00 ,6108.00 
2016/11/25,6541.00 ,6460.20 ,6304.00 ,6088.00 
2016/11/28,6595.80 ,6504.00 ,6347.00 ,6119.80 
2016/11/29,6588.00 ,6493.00 ,6324.40 ,6143.80 
2016/11/30,6543.00 ,6457.60 ,6305.60 ,6115.20 
2016/12/1,6540.20 ,6460.80 ,6298.80 ,6088.00 
2016/12/2,6550.20 ,6451.00 ,6306.00 ,6111.00 
2016/12/5,6395.00 ,6324.80 ,6166.40 ,5901.20 
2016/12/6,6451.60 ,6359.80 ,6195.40 ,5967.00 
2016/12/7,6443.00 ,6352.60 ,6189.40 ,5979.40 
2016/12/8,6491.20 ,6411.00 ,6240.40 ,6007.00 
2016/12/9,6470.00 ,6394.80 ,6225.00 ,5982.60 
2016/12/12,6459.20 ,6368.00 ,6203.00 ,5976.60 
2016/12/13,6188.60 ,6080.40 ,5888.40 ,5685.00 
2016/12/14,6231.00 ,6124.00 ,5936.00 ,5729.20 
2016/12/15,6217.00 ,6086.40 ,5935.80 ,5683.80 
