,IC00C1.CFE,IC00C2.CFE,IC00C3.CFE,IC00C4.CFE
2016/12/16,6262.40 ,6148.40 ,5969.00 ,5736.00 
2016/12/19,6204.00 ,6131.20 ,6012.60 ,5773.00 
2016/12/20,6190.40 ,6096.20 ,6004.40 ,5765.20 
2016/12/21,6200.40 ,6114.40 ,6022.60 ,5787.80 
2016/12/22,6249.40 ,6160.00 ,6080.00 ,5858.20 
2016/12/23,6230.20 ,6145.20 ,6060.60 ,5852.80 
2016/12/26,6181.60 ,6096.00 ,6011.40 ,5801.00 
2016/12/27,6216.00 ,6131.60 ,6046.60 ,5835.00 
2016/12/28,6224.80 ,6135.60 ,6040.40 ,5834.80 
2016/12/29,6214.80 ,6131.00 ,6054.80 ,5841.40 
2016/12/30,6225.00 ,6146.80 ,6067.20 ,5882.00 
2017/1/3,6242.00 ,6149.00 ,6081.00 ,5912.20 
2017/1/4,6275.80 ,6194.60 ,6148.60 ,5983.40 
2017/1/5,6362.00 ,6290.00 ,6245.00 ,6067.40 
2017/1/6,6357.60 ,6298.00 ,6238.20 ,6055.80 
2017/1/9,6336.00 ,6258.40 ,6211.40 ,6037.00 
2017/1/10,6375.00 ,6289.20 ,6240.60 ,6087.00 
2017/1/11,6339.20 ,6263.00 ,6211.00 ,6034.60 
2017/1/12,6302.40 ,6229.00 ,6160.20 ,6004.00 
2017/1/13,6245.20 ,6167.80 ,6111.00 ,5965.00 
2017/1/16,6171.80 ,6140.00 ,6000.00 ,5923.80 
2017/1/17,5998.00 ,5921.00 ,5845.00 ,5709.80 
2017/1/18,6059.00 ,5978.20 ,5891.00 ,5739.60 
2017/1/19,6063.40 ,5984.60 ,5900.00 ,5742.00 
2017/1/20,6049.80 ,5988.00 ,5926.60 ,5769.80 
2017/1/23,6095.00 ,6048.00 ,5918.20 ,5800.40 
2017/1/24,6109.80 ,6055.60 ,5926.20 ,5815.80 
2017/1/25,6102.40 ,6050.00 ,5894.60 ,5793.00 
2017/1/26,6162.80 ,6104.40 ,5975.20 ,5852.60 
2017/2/3,6190.00 ,6120.20 ,5987.00 ,5879.20 
2017/2/6,6171.20 ,6115.00 ,5979.40 ,5866.20 
2017/2/7,6200.00 ,6137.00 ,5970.00 ,5850.40 
2017/2/8,6180.00 ,6113.00 ,5968.00 ,5806.80 
2017/2/9,6248.00 ,6168.60 ,5996.60 ,5856.20 
2017/2/10,6288.00 ,6209.40 ,6018.80 ,5888.00 
2017/2/13,6295.20 ,6215.20 ,6015.00 ,5860.00 
2017/2/14,6338.80 ,6252.60 ,6048.60 ,5910.80 
2017/2/15,6335.80 ,6249.80 ,6040.80 ,5900.00 
2017/2/16,6289.60 ,6200.20 ,5976.20 ,5839.60 
2017/2/17,6336.00 ,6295.80 ,6080.00 ,5967.80 
2017/2/20,6220.20 ,6147.40 ,6012.00 ,5868.80 
2017/2/21,6311.00 ,6238.40 ,6097.00 ,5980.60 
2017/2/22,6348.00 ,6266.20 ,6139.60 ,5993.80 
2017/2/23,6389.40 ,6310.60 ,6178.40 ,6015.80 
2017/2/24,6390.40 ,6315.60 ,6190.20 ,6023.60 
2017/2/27,6410.00 ,6332.20 ,6205.20 ,6046.20 
2017/2/28,6350.20 ,6280.40 ,6152.20 ,5979.80 
2017/3/1,6375.80 ,6299.60 ,6176.80 ,6002.00 
2017/3/2,6416.80 ,6301.00 ,6192.20 ,6021.60 
2017/3/3,6379.80 ,6302.20 ,6165.60 ,6002.00 
2017/3/6,6404.80 ,6337.40 ,6198.20 ,6019.80 
2017/3/7,6463.80 ,6380.20 ,6248.20 ,6074.20 
2017/3/8,6466.00 ,6375.00 ,6235.40 ,6059.40 
2017/3/9,6436.00 ,6348.40 ,6203.80 ,5996.00 
2017/3/10,6397.80 ,6293.60 ,6158.00 ,5901.20 
2017/3/13,6404.80 ,6317.20 ,6155.00 ,5962.80 
2017/3/14,6487.20 ,6394.40 ,6245.40 ,6049.60 
2017/3/15,6464.60 ,6375.00 ,6222.80 ,6013.20 
2017/3/16,6489.60 ,6398.20 ,6244.00 ,6068.80 
2017/3/17,6536.00 ,6485.00 ,6348.40 ,6148.80 
2017/3/20,6423.60 ,6373.00 ,6278.00 ,6094.60 
2017/3/21,6426.60 ,6350.40 ,6315.20 ,6106.20 
2017/3/22,6415.80 ,6351.00 ,6292.00 ,6098.80 
2017/3/23,6441.00 ,6369.60 ,6307.00 ,6121.60 
2017/3/24,6451.40 ,6368.60 ,6324.40 ,6142.00 
2017/3/27,6533.40 ,6460.40 ,6411.00 ,6222.60 
2017/3/28,6485.00 ,6413.60 ,6381.20 ,6220.20 
2017/3/29,6470.00 ,6424.00 ,6381.60 ,6230.00 
2017/3/30,6438.00 ,6378.20 ,6341.00 ,6219.80 
2017/3/31,6378.60 ,6328.20 ,6289.00 ,6170.00 
2017/4/5,6418.00 ,6447.00 ,6341.20 ,6240.00 
2017/4/6,6547.00 ,6501.00 ,6466.00 ,6351.80 
2017/4/7,6528.80 ,6473.00 ,6437.60 ,6329.20 
2017/4/10,6551.20 ,6497.40 ,6448.00 ,6336.80 
2017/4/11,6549.00 ,6485.00 ,6448.20 ,6321.80 
2017/4/12,6608.80 ,6547.00 ,6492.40 ,6388.00 
2017/4/13,6550.20 ,6497.80 ,6437.80 ,6351.80 
2017/4/14,6605.00 ,6557.00 ,6506.40 ,6404.40 
2017/4/17,6505.20 ,6464.00 ,6406.20 ,6290.00 
2017/4/18,6455.00 ,6401.00 ,6348.00 ,6234.20 
2017/4/19,6400.00 ,6361.20 ,6311.20 ,6209.80 
2017/4/20,6350.20 ,6317.20 ,6267.80 ,6167.40 
2017/4/21,6347.80 ,6316.80 ,6299.80 ,6190.00 
2017/4/24,6244.80 ,6200.20 ,6120.00 ,6039.60 
2017/4/25,6129.20 ,6080.00 ,6011.00 ,5940.00 
2017/4/26,6128.00 ,6098.20 ,6020.20 ,5944.80 
2017/4/27,6129.00 ,6105.00 ,6023.00 ,5942.40 
2017/4/28,6155.00 ,6122.40 ,6055.60 ,5996.00 
2017/5/2,6180.00 ,6140.00 ,6063.60 ,6000.00 
2017/5/3,6175.00 ,6141.00 ,6051.20 ,5980.00 
2017/5/4,6147.80 ,6098.00 ,6012.00 ,5939.80 
2017/5/5,6113.80 ,6072.80 ,5983.00 ,5905.80 
2017/5/8,6050.20 ,6013.80 ,5912.00 ,5852.60 
2017/5/9,5950.00 ,5908.00 ,5813.20 ,5739.60 
2017/5/10,5993.20 ,5937.60 ,5841.00 ,5764.40 
2017/5/11,5826.00 ,5801.00 ,5675.00 ,5599.80 
2017/5/12,5834.00 ,5791.40 ,5648.00 ,5588.00 
2017/5/15,5852.60 ,5800.00 ,5674.40 ,5600.00 
2017/5/16,5865.00 ,5819.80 ,5680.00 ,5588.80 
2017/5/17,6008.80 ,5967.60 ,5838.00 ,5763.00 
2017/5/18,5980.80 ,5940.00 ,5839.80 ,5745.20 
2017/5/19,5970.00 ,5930.00 ,5831.00 ,5734.00 
2017/5/22,5918.80 ,5865.00 ,5813.40 ,5714.80 
2017/5/23,5828.60 ,5779.00 ,5689.60 ,5600.00 
2017/5/24,5700.00 ,5652.60 ,5586.40 ,5486.80 
2017/5/25,5757.20 ,5714.80 ,5639.60 ,5549.40 
2017/5/26,5814.00 ,5774.40 ,5700.20 ,5618.80 
2017/5/31,5891.00 ,5873.00 ,5782.60 ,5715.80 
2017/6/1,5748.00 ,5714.20 ,5664.20 ,5578.60 
2017/6/2,5662.80 ,5623.00 ,5554.60 ,5464.20 
2017/6/5,5779.40 ,5768.00 ,5700.20 ,5587.80 
2017/6/6,5773.00 ,5734.40 ,5665.80 ,5577.00 
2017/6/7,5810.20 ,5798.80 ,5700.00 ,5610.00 
2017/6/8,5949.00 ,5907.80 ,5832.20 ,5740.00 
2017/6/9,5930.60 ,5890.20 ,5820.80 ,5720.80 
2017/6/12,5935.00 ,5919.00 ,5818.00 ,5730.00 
2017/6/13,5882.20 ,5840.20 ,5774.20 ,5684.20 
2017/6/14,5963.00 ,5925.00 ,5838.60 ,5743.00 
2017/6/15,5959.00 ,5915.00 ,5839.00 ,5758.00 
2017/6/16,6010.80 ,5969.00 ,5904.00 ,5798.00 
2017/6/19,5958.40 ,5930.80 ,5889.80 ,5787.20 
2017/6/20,6016.00 ,5987.20 ,5939.80 ,5844.80 
2017/6/21,6029.20 ,6000.00 ,5955.00 ,5844.00 
2017/6/22,6029.80 ,5997.60 ,5948.80 ,5850.00 
2017/6/23,5950.20 ,5908.40 ,5867.40 ,5772.00 
2017/6/26,5978.60 ,5936.60 ,5880.00 ,5789.00 
2017/6/27,6088.20 ,6048.20 ,6012.00 ,5896.40 
2017/6/28,6055.00 ,6013.40 ,5977.80 ,5875.00 
2017/6/29,6064.80 ,6026.00 ,5980.00 ,5883.60 
2017/6/30,6056.00 ,6019.20 ,5985.00 ,5865.20 
2017/7/3,6102.80 ,6066.40 ,6006.00 ,5910.00 
2017/7/4,6147.20 ,6094.00 ,6055.00 ,5941.00 
2017/7/5,6114.00 ,6068.80 ,6030.20 ,5919.20 
2017/7/6,6162.20 ,6115.20 ,6081.00 ,5959.20 
2017/7/7,6137.40 ,6099.20 ,6055.00 ,5933.00 
2017/7/10,6177.60 ,6139.00 ,6104.00 ,5980.00 
2017/7/11,6173.00 ,6114.40 ,6073.20 ,5958.80 
2017/7/12,6117.40 ,6070.00 ,6024.20 ,5900.20 
2017/7/13,6100.00 ,6049.40 ,5990.00 ,5875.00 
2017/7/14,6101.40 ,6065.00 ,6001.40 ,5887.20 
2017/7/17,6080.80 ,6050.00 ,5985.00 ,5852.00 
2017/7/18,5825.00 ,5820.00 ,5729.60 ,5647.20 
2017/7/19,5898.80 ,5846.60 ,5790.00 ,5685.80 
2017/7/20,6038.20 ,5986.00 ,5924.80 ,5801.00 
2017/7/21,6070.20 ,6017.00 ,5958.60 ,5831.00 
2017/7/24,6044.20 ,5980.40 ,5862.00 ,5800.00 
2017/7/25,6085.40 ,6024.20 ,5898.20 ,5797.40 
2017/7/26,6099.00 ,6030.00 ,5882.00 ,5789.00 
2017/7/27,6065.60 ,6010.40 ,5863.80 ,5741.60 
2017/7/28,6120.00 ,6065.20 ,5910.00 ,5814.00 
2017/7/31,6181.20 ,6133.00 ,5986.60 ,5874.00 
2017/8/1,6266.20 ,6215.00 ,6076.00 ,5975.20 
2017/8/2,6258.00 ,6214.80 ,6074.00 ,5969.60 
2017/8/3,6215.60 ,6179.20 ,6039.40 ,5944.80 
2017/8/4,6235.40 ,6189.60 ,6071.00 ,5955.20 
2017/8/7,6205.00 ,6156.00 ,6036.00 ,5913.60 
2017/8/8,6280.00 ,6242.80 ,6105.80 ,6003.20 
2017/8/9,6270.00 ,6221.00 ,6098.80 ,5998.60 
2017/8/10,6296.00 ,6250.00 ,6112.80 ,6023.00 
2017/8/11,6231.20 ,6168.60 ,6033.60 ,5930.80 
2017/8/14,6159.00 ,6110.00 ,5977.40 ,5876.40 
2017/8/15,6283.20 ,6237.80 ,6108.60 ,5989.80 
2017/8/16,6290.00 ,6248.80 ,6110.00 ,5985.00 
2017/8/17,6327.00 ,6277.20 ,6138.80 ,6035.00 
2017/8/18,6338.80 ,6295.20 ,6140.20 ,6018.60 
2017/8/21,6300.40 ,6276.20 ,6174.00 ,6058.00 
2017/8/22,6361.40 ,6318.20 ,6222.20 ,6081.20 
2017/8/23,6330.00 ,6277.00 ,6190.00 ,6075.00 
2017/8/24,6295.20 ,6280.00 ,6160.00 ,6053.40 
2017/8/25,6254.60 ,6214.80 ,6124.80 ,6020.00 
2017/8/28,6340.40 ,6297.80 ,6214.80 ,6114.00 
2017/8/29,6418.00 ,6385.40 ,6295.80 ,6208.00 
2017/8/30,6391.20 ,6348.80 ,6275.00 ,6188.00 
2017/8/31,6441.40 ,6397.20 ,6321.80 ,6222.80 
2017/9/1,6474.40 ,6423.20 ,6346.00 ,6242.00 
2017/9/4,6536.20 ,6488.80 ,6414.00 ,6302.00 
2017/9/5,6548.80 ,6505.80 ,6424.40 ,6322.40 
2017/9/6,6554.80 ,6522.20 ,6429.80 ,6317.60 
2017/9/7,6595.20 ,6553.60 ,6465.00 ,6374.20 
2017/9/8,6556.60 ,6514.80 ,6428.80 ,6343.20 
2017/9/11,6562.00 ,6510.00 ,6421.40 ,6312.00 
2017/9/12,6671.20 ,6622.00 ,6545.00 ,6440.00 
2017/9/13,6641.40 ,6605.80 ,6526.80 ,6439.60 
2017/9/14,6689.00 ,6634.80 ,6537.00 ,6447.00 
2017/9/15,6675.80 ,6632.20 ,6562.40 ,6455.80 
2017/9/18,6577.00 ,6540.00 ,6527.20 ,6434.00 
2017/9/19,6684.80 ,6649.80 ,6619.80 ,6527.60 
2017/9/20,6606.20 ,6575.00 ,6542.00 ,6466.40 
2017/9/21,6673.80 ,6648.00 ,6624.20 ,6549.00 
2017/9/22,6583.40 ,6551.00 ,6526.40 ,6463.60 
2017/9/25,6536.20 ,6492.60 ,6455.00 ,6407.20 
2017/9/26,6450.20 ,6416.00 ,6387.60 ,6337.00 
2017/9/27,6495.80 ,6458.80 ,6431.00 ,6358.00 
2017/9/28,6559.60 ,6522.20 ,6493.80 ,6421.00 
2017/9/29,6564.80 ,6532.40 ,6499.60 ,6448.40 
2017/10/9,6699.00 ,6658.80 ,6632.20 ,6594.20 
2017/10/10,6690.20 ,6658.80 ,6634.00 ,6576.00 
2017/10/11,6726.00 ,6690.00 ,6669.00 ,6617.00 
2017/10/12,6656.80 ,6630.00 ,6610.00 ,6560.20 
2017/10/13,6661.00 ,6621.00 ,6605.20 ,6557.20 
2017/10/16,6728.00 ,6681.00 ,6656.40 ,6606.00 
2017/10/17,6600.00 ,6567.80 ,6544.00 ,6489.00 
2017/10/18,6598.20 ,6570.20 ,6531.00 ,6470.00 
2017/10/19,6543.00 ,6505.20 ,6467.80 ,6419.80 
2017/10/20,6515.80 ,6460.00 ,6426.20 ,6366.80 
2017/10/23,6536.80 ,6505.00 ,6439.80 ,6384.00 
2017/10/24,6570.00 ,6537.00 ,6462.00 ,6411.40 
2017/10/25,6565.00 ,6523.00 ,6446.60 ,6383.40 
2017/10/26,6599.80 ,6552.60 ,6482.80 ,6406.40 
2017/10/27,6625.40 ,6582.80 ,6510.40 ,6454.00 
2017/10/30,6600.00 ,6565.00 ,6493.20 ,6424.40 
2017/10/31,6468.00 ,6424.00 ,6341.80 ,6296.00 
2017/11/1,6520.00 ,6477.40 ,6411.40 ,6355.00 
2017/11/2,6480.40 ,6436.80 ,6362.80 ,6311.00 
2017/11/3,6440.00 ,6392.60 ,6319.60 ,6280.00 
2017/11/6,6380.00 ,6334.40 ,6255.80 ,6212.80 
2017/11/7,6479.80 ,6428.40 ,6344.60 ,6263.00 
2017/11/8,6515.00 ,6474.20 ,6370.20 ,6305.00 
2017/11/9,6540.60 ,6501.20 ,6417.40 ,6330.00 
2017/11/10,6594.80 ,6558.60 ,6452.00 ,6395.20 
2017/11/13,6627.00 ,6593.80 ,6485.60 ,6408.60 
2017/11/14,6642.00 ,6609.80 ,6507.20 ,6439.80 
2017/11/15,6576.20 ,6541.20 ,6435.20 ,6353.40 
2017/11/16,6531.20 ,6483.00 ,6379.00 ,6318.00 
2017/11/17,6556.60 ,6515.00 ,6417.60 ,6330.00 
2017/11/20,6325.20 ,6291.00 ,6224.80 ,6153.00 
2017/11/21,6389.20 ,6352.80 ,6298.80 ,6220.00 
2017/11/22,6430.00 ,6406.20 ,6336.60 ,6239.20 
2017/11/23,6385.20 ,6347.20 ,6293.20 ,6207.80 
2017/11/24,6208.20 ,6164.80 ,6107.20 ,6051.60 
2017/11/27,6242.80 ,6192.60 ,6138.00 ,6076.20 
2017/11/28,6147.40 ,6115.00 ,6067.00 ,6005.80 
2017/11/29,6255.00 ,6225.80 ,6168.60 ,6090.80 
2017/11/30,6260.00 ,6240.40 ,6174.00 ,6100.80 
2017/12/1,6218.80 ,6172.20 ,6122.20 ,6050.00 
2017/12/4,6279.00 ,6250.60 ,6194.00 ,6117.20 
2017/12/5,6226.40 ,6195.00 ,6138.00 ,6048.20 
2017/12/6,6103.00 ,6031.80 ,6000.80 ,5928.80 
2017/12/7,6129.00 ,6110.00 ,6159.00 ,5957.80 
2017/12/8,6088.60 ,6049.40 ,5983.00 ,5918.20 
2017/12/11,6198.20 ,6155.00 ,6090.40 ,6020.00 
2017/12/12,6260.00 ,6235.00 ,6158.20 ,6082.20 
2017/12/13,6233.00 ,6193.40 ,6119.80 ,6031.60 
2017/12/14,6278.00 ,6246.60 ,6168.80 ,6077.00 
2017/12/15,6277.00 ,6259.00 ,6172.20 ,6053.40 
2017/12/18,6216.00 ,6176.80 ,6126.20 ,6027.40 
2017/12/19,6177.60 ,6158.00 ,6120.00 ,6027.80 
2017/12/20,6230.40 ,6196.20 ,6171.80 ,6073.80 
2017/12/21,6160.00 ,6128.40 ,6103.80 ,6024.80 
2017/12/22,6234.00 ,6211.00 ,6180.80 ,6109.00 
2017/12/25,6245.40 ,6235.40 ,6200.00 ,6125.00 
2017/12/26,6163.00 ,6127.80 ,6115.00 ,6032.20 
2017/12/27,6230.00 ,6186.80 ,6156.00 ,6096.20 
2017/12/28,6145.00 ,6138.00 ,6086.80 ,6034.00 
2017/12/29,6206.00 ,6182.40 ,6152.60 ,6094.20 
2018/1/2,6293.00 ,6284.60 ,6251.00 ,6168.20 
2018/1/3,6350.00 ,6329.00 ,6316.00 ,6251.00 
2018/1/4,6375.00 ,6340.60 ,6342.40 ,6298.00 
2018/1/5,6407.20 ,6380.20 ,6356.60 ,6309.80 
2018/1/8,6400.80 ,6380.80 ,6349.80 ,6302.20 
2018/1/9,6433.00 ,6400.00 ,6385.00 ,6312.40 
2018/1/10,6427.00 ,6345.00 ,6370.00 ,6308.40 
2018/1/11,6384.80 ,6368.20 ,6351.60 ,6286.80 
2018/1/12,6419.80 ,6388.40 ,6365.00 ,6295.80 
2018/1/15,6393.20 ,6371.80 ,6338.00 ,6269.80 
2018/1/16,6261.20 ,6254.00 ,6214.00 ,6176.60 
2018/1/17,6279.60 ,6274.40 ,6220.20 ,6172.00 
2018/1/18,6252.00 ,6223.60 ,6214.00 ,6132.00 
2018/1/19,6284.20 ,6268.00 ,6232.00 ,6196.00 
2018/1/22,6234.80 ,6222.80 ,6155.00 ,6101.20 
2018/1/23,6346.80 ,6321.80 ,6276.80 ,6217.00 
2018/1/24,6350.00 ,6323.20 ,6276.40 ,6256.80 
2018/1/25,6395.00 ,6391.60 ,6360.20 ,6325.20 
2018/1/26,6387.00 ,6376.20 ,6345.20 ,6335.20 
2018/1/29,6396.80 ,6383.00 ,6359.00 ,6344.00 
2018/1/30,6307.80 ,6288.20 ,6264.20 ,6247.80 
2018/1/31,6280.00 ,6250.00 ,6216.00 ,6211.00 
2018/2/1,6189.80 ,6160.00 ,6144.00 ,6130.00 
2018/2/2,5959.40 ,5938.00 ,5883.20 ,5880.60 
2018/2/5,5930.00 ,5918.00 ,5850.40 ,5830.00 
2018/2/6,5913.00 ,5883.00 ,5800.20 ,5780.60 
2018/2/7,5805.20 ,5788.00 ,5695.80 ,5688.00 
2018/2/8,5689.00 ,5635.00 ,5587.20 ,5554.40 
2018/2/9,5645.00 ,5619.00 ,5564.80 ,5502.80 
2018/2/12,5595.00 ,5528.00 ,5445.00 ,5434.20 
2018/2/13,5700.40 ,5670.20 ,5610.00 ,5570.00 
2018/2/14,5719.20 ,5680.00 ,5625.60 ,5570.80 
2018/2/22,5780.00 ,5780.00 ,5706.20 ,5652.60 
2018/2/23,5830.00 ,5790.00 ,5738.00 ,5706.40 
2018/2/26,5876.60 ,5842.60 ,5788.00 ,5722.00 
2018/2/27,5998.00 ,5969.80 ,5909.00 ,5857.80 
2018/2/28,5953.60 ,5915.40 ,5864.60 ,5791.00 
2018/3/1,5957.80 ,5919.60 ,5853.20 ,5798.00 
2018/3/2,6019.80 ,6000.00 ,5901.40 ,5862.40 
2018/3/5,6050.20 ,6025.00 ,5959.80 ,5875.80 
2018/3/6,6035.80 ,6015.80 ,5925.00 ,5850.00 
2018/3/7,6095.00 ,6058.20 ,6002.00 ,5902.20 
2018/3/8,6049.00 ,6004.00 ,5937.20 ,5855.00 
2018/3/9,6108.80 ,6063.20 ,6014.80 ,5909.80 
2018/3/12,6233.00 ,6203.00 ,6168.00 ,6038.00 
2018/3/13,6274.60 ,6236.40 ,6187.80 ,6095.20 
2018/3/14,6234.40 ,6199.80 ,6137.20 ,6051.00 
2018/3/15,6165.00 ,6119.20 ,6057.20 ,5960.00 
2018/3/16,6192.00 ,6124.60 ,6058.00 ,5959.00 
2018/3/19,6088.00 ,6063.00 ,6009.00 ,5926.00 
2018/3/20,6050.00 ,6010.20 ,5964.80 ,5849.20 
2018/3/21,6123.40 ,6090.40 ,6033.80 ,5938.80 
2018/3/22,6075.00 ,6024.80 ,5967.60 ,5887.60 
2018/3/23,5871.00 ,5811.40 ,5796.60 ,5777.80 
2018/3/26,5681.00 ,5644.80 ,5557.00 ,5452.20 
2018/3/27,5907.00 ,5867.20 ,5818.80 ,5675.00 
2018/3/28,5934.00 ,5907.00 ,5888.80 ,5750.00 
2018/3/29,5951.20 ,5924.80 ,5884.40 ,5770.20 
2018/3/30,6022.00 ,6000.00 ,5918.80 ,5825.00 
2018/4/2,6129.80 ,6059.80 ,6039.60 ,5924.80 
2018/4/3,6001.00 ,5962.20 ,5900.00 ,5850.00 
2018/4/4,6055.00 ,6010.60 ,5980.20 ,5865.00 
2018/4/9,5986.40 ,5932.00 ,5900.00 ,5805.00 
2018/4/10,6000.00 ,5945.00 ,5915.00 ,5790.00 
2018/4/11,6078.60 ,6030.00 ,5992.20 ,5849.80 
2018/4/12,6047.40 ,6011.60 ,5973.60 ,5854.20 
2018/4/13,6060.20 ,6000.00 ,5972.20 ,5863.00 
2018/4/16,6018.80 ,5994.40 ,5950.60 ,5793.20 
2018/4/17,6008.80 ,5949.40 ,5896.20 ,5795.40 
2018/4/18,5936.60 ,5861.00 ,5841.00 ,5728.80 
2018/4/19,5965.00 ,5915.20 ,5890.00 ,5758.80 
2018/4/20,5987.00 ,5939.80 ,5915.00 ,5775.00 
2018/4/23,5852.20 ,5777.00 ,5697.20 ,5630.40 
2018/4/24,5781.40 ,5735.20 ,5649.60 ,5558.60 
2018/4/25,5895.00 ,5859.80 ,5745.80 ,5667.20 
2018/4/26,5908.00 ,5875.00 ,5755.40 ,5688.80 
2018/4/27,5836.00 ,5800.60 ,5698.00 ,5608.00 
2018/5/2,5860.20 ,5830.40 ,5698.60 ,5630.00 
2018/5/3,5815.00 ,5777.00 ,5670.00 ,5584.40 
2018/5/4,5887.20 ,5852.40 ,5751.00 ,5640.60 
2018/5/7,5911.00 ,5858.00 ,5736.20 ,5671.80 
2018/5/8,6018.00 ,5962.00 ,5839.80 ,5774.00 
2018/5/9,6027.60 ,5979.80 ,5846.80 ,5778.00 
2018/5/10,6020.00 ,5970.40 ,5849.80 ,5764.00 
2018/5/11,6039.60 ,6002.00 ,5870.40 ,5785.00 
2018/5/14,5999.00 ,5958.00 ,5832.60 ,5741.60 
2018/5/15,5976.60 ,5928.00 ,5810.00 ,5730.00 
2018/5/16,6018.60 ,5964.00 ,5843.80 ,5758.20 
2018/5/17,6010.40 ,5966.00 ,5852.80 ,5762.00 
2018/5/18,5979.20 ,5925.00 ,5809.80 ,5717.60 
2018/5/21,6015.00 ,6028.00 ,5910.80 ,5820.00 
2018/5/22,6028.20 ,5979.80 ,5890.00 ,5846.20 
2018/5/23,6060.00 ,6015.80 ,5955.40 ,5853.00 
2018/5/24,5995.20 ,5955.00 ,5872.60 ,5791.40 
2018/5/25,5961.20 ,5921.60 ,5842.80 ,5755.20 
2018/5/28,5883.60 ,5839.00 ,5765.80 ,5697.00 
2018/5/29,5871.00 ,5829.60 ,5765.00 ,5688.60 
2018/5/30,5743.20 ,5700.00 ,5645.20 ,5550.00 
2018/5/31,5698.00 ,5648.00 ,5595.00 ,5524.80 
2018/6/1,5717.80 ,5666.00 ,5589.80 ,5513.80 
2018/6/4,5682.00 ,5640.40 ,5565.20 ,5500.00 
2018/6/5,5672.40 ,5650.00 ,5563.00 ,5496.00 
2018/6/6,5773.20 ,5723.00 ,5652.00 ,5566.40 
2018/6/7,5779.80 ,5750.80 ,5675.00 ,5590.00 
2018/6/8,5721.80 ,5689.80 ,5599.40 ,5538.00 
2018/6/11,5645.00 ,5600.80 ,5531.40 ,5439.60 
2018/6/12,5642.40 ,5613.80 ,5540.00 ,5459.80 
2018/6/13,5673.40 ,5621.00 ,5558.00 ,5470.20 
2018/6/14,5579.60 ,5530.60 ,5475.00 ,5366.00 
2018/6/15,5590.40 ,5542.40 ,5455.80 ,5382.60 
2018/6/19,5359.60 ,5349.20 ,5293.00 ,5240.00 
2018/6/20,5050.00 ,5023.00 ,4939.80 ,4862.80 
2018/6/21,5155.00 ,5120.00 ,5060.00 ,4970.00 
2018/6/22,4989.00 ,4941.00 ,4928.00 ,4800.20 
2018/6/25,5138.60 ,5097.80 ,5048.00 ,4941.60 
2018/6/26,5015.00 ,4932.20 ,4924.80 ,4800.40 
2018/6/27,5099.00 ,5055.60 ,5016.60 ,4898.60 
2018/6/28,5011.20 ,4997.60 ,4919.00 ,4827.00 
2018/6/29,5030.00 ,4998.00 ,4950.00 ,4838.00 
2018/7/2,5176.60 ,5142.00 ,5100.00 ,5004.00 
2018/7/3,5116.20 ,5085.60 ,5025.00 ,4946.80 
2018/7/4,5131.00 ,5106.00 ,5056.60 ,4953.80 
2018/7/5,5065.20 ,5040.00 ,4986.60 ,4876.60 
2018/7/6,4941.60 ,4914.00 ,4838.20 ,4739.20 
2018/7/9,4991.60 ,4936.40 ,4880.80 ,4800.60 
2018/7/10,5098.60 ,5047.00 ,5005.00 ,4909.80 
2018/7/11,5003.80 ,4950.40 ,4875.00 ,4874.20 
2018/7/12,5018.00 ,4987.20 ,4917.80 ,4831.20 
2018/7/13,5178.40 ,5139.00 ,5094.60 ,4993.00 
2018/7/16,5197.20 ,5146.00 ,5107.40 ,5000.00 
2018/7/17,5199.00 ,5149.20 ,5098.20 ,4985.00 
2018/7/18,5209.80 ,5151.00 ,5099.00 ,5016.00 
2018/7/19,5169.00 ,5134.00 ,5063.60 ,4974.60 
2018/7/20,5117.80 ,5040.00 ,5005.60 ,4918.00 
2018/7/23,5117.60 ,5080.00 ,4969.60 ,4909.80 
2018/7/24,5195.00 ,5163.80 ,5097.60 ,5029.80 
2018/7/25,5306.60 ,5275.80 ,5198.20 ,5122.20 
2018/7/26,5297.80 ,5268.00 ,5200.00 ,5127.20 
2018/7/27,5270.20 ,5248.60 ,5170.00 ,5083.60 
2018/7/30,5217.00 ,5201.40 ,5126.40 ,5053.60 
2018/7/31,5145.00 ,5123.40 ,5049.00 ,4984.80 
2018/8/1,5188.00 ,5160.00 ,5075.00 ,5015.00 
2018/8/2,5066.60 ,5035.20 ,4956.00 ,4876.40 
2018/8/3,4950.20 ,4907.40 ,4821.40 ,4756.40 
2018/8/6,4885.00 ,4841.40 ,4756.00 ,4660.00 
2018/8/7,4817.20 ,4794.20 ,4700.00 ,4621.00 
2018/8/8,4919.40 ,4883.00 ,4803.80 ,4716.80 
2018/8/9,4846.60 ,4793.60 ,4720.00 ,4688.60 
2018/8/10,4988.20 ,4945.00 ,4859.00 ,4778.00 
2018/8/13,4971.60 ,4964.80 ,4840.40 ,4769.20 
2018/8/14,5046.40 ,5006.00 ,4912.40 ,4841.20 
2018/8/15,5037.00 ,4992.40 ,4898.60 ,4816.00 
2018/8/16,4864.20 ,4813.00 ,4750.00 ,4670.20 
2018/8/17,4921.20 ,4879.00 ,4760.20 ,4737.80 
2018/8/20,4746.00 ,4725.00 ,4661.80 ,4598.40 
